"id","nome","municipio","uf","responsabilidade","logradouro","termo_convenio","problema_detectado"
"24641","PAC 2 - CRECHE/PRÉ-ESCOLA  006","Abaetetuba","PA","Municipal","rua dr joão novaes","2840/2012","paralisada"
"1010661","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002 - Abaetetuba - PA","Abaetetuba","PA","Municipal","rua francisco azavedo monteiro","7722/2013","atrasada"
"2078","830387 - Escola de Educação Infantil - Abatiá/PR","Abatiá","PR","Municipal","rodovia pr 436 - prerimentro urbano - saida para ribeirão do pinhal","830387/2007","paralisada"
"17517","700173/11 - Espaço Educativo 6 salas - Abelardo Luz/SC","Abelardo Luz","SC","Municipal",NA,"700173/2011","sem endereço"
"27555","Escola Profissionalizante - Abreu e Lima - Abreu e Lima - PE","Abreu e Lima","PE","Estadual","rua do cajueiro","10281/2014","paralisada"
"12612","702488 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ABREULANDIA/TO","Abreulândia","TO","Municipal","avenida joão f. abreu","702488/2010","paralisada"
"1009898","Assentamento Vargem Dourada - Abreulândia - TO","Abreulândia","TO","Municipal","projeto de assentamento vargem dourada","19816/2014","paralisada"
"1009899","Assentamento Baronesa - Abreulândia - TO","Abreulândia","TO","Municipal","projeto de assentamento baronesa","19816/2014","paralisada"
"1005576","Creche Jardim Gloria","Açailândia","MA","Municipal","rua aulidia gonçalves santos","6772/2013","atrasada"
"24645","Creche cacoal","Acará","PA","Municipal","rua luis miranda s/nº","2842/2012","paralisada"
"1014585","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Acaraú","CE","Municipal","rua s.d.o","9892/2014","atrasada"
"25507","PAC 2 - CRECHE/PRÉ-ESCOLA  001 VILA ESPERANÇA","Acopiara","CE","Municipal","rua sem denominação oficial","2599/2012","atrasada"
"1006041","Creche - Vila Moreiras","Acopiara","CE","Municipal","rua joão moreira barros","7198/2013","atrasada"
"1081176","EEM ACOPIARA - SÃO PAULINHO","Acopiara","CE","Estadual","rod. ce 371","7415/2015","paralisada"
"1005573","CRECHE SORRISO","Acrelândia","AC","Municipal","rua altierez conzendei ribeiro quadra 70","6767/2013","paralisada"
"29390","UNV DIOGO RAMOS","Adrianópolis","PR","Estadual","estrada municipal porto novo","9543/2015","paralisada"
"27549","Afonso Cláudio - Afonso Cláudio - ES","Afonso Cláudio","ES","Estadual","rodovia es-484","13791/2014","atrasada"
"1010304","EM Fazenda Henrique Zambom - Afonso Cláudio - ES","Afonso Cláudio","ES","Municipal","rio da cobra","20384/2014","paralisada"
"29693","POVOADO SANTA RITA","Afonso Cunha","MA","Municipal","povoado santa rita","7495/2014","paralisada"
"29694","POVOADO SÃO PEDRO","Afonso Cunha","MA","Municipal","povoado são pedro","7495/2014","paralisada"
"29695","POVOADO TOMAZÃO","Afonso Cunha","MA","Municipal","povoado tomazão","7495/2014","paralisada"
"29696","POVOADO FIDIÉ","Afonso Cunha","MA","Municipal","povoado fidié","7495/2014","paralisada"
"29697","POVOADO INGÁ","Afonso Cunha","MA","Municipal","povoado ingá","7495/2014","paralisada"
"1011834","POV. OLHO DAGUA - Afonso Cunha - MA","Afonso Cunha","MA","Municipal","pov. olho d'agua","18055/2014","atrasada"
"1016059","U.E Veredas - Afonso Cunha - MA","Afonso Cunha","MA","Municipal","rua projetada","30239/2014","atrasada"
"13772","703390/2010 - E Educativo Urbano - Sítio Araçá - Afrânio/PE","Afrânio","PE","Municipal",NA,"703390/2010","atrasada; sem endereço"
"19132","prefeitura","Agrestina","PE","Municipal","rua jose wilson felix","1134/2011","atrasada"
"8529","658368 - Esc. Educação Infantil - Tipo B - AGRICOLANDIA/PI","Agricolândia","PI","Municipal",NA,"658368/2009","atrasada; sem endereço"
"11267","657143 - Construção de Unidades Escolares por meio do Brasil Profissionalizado - Brasil Profissionalizado - Construção - Água Boa/MT","Água Boa","MT","Estadual",NA,"657143/2009","sem endereço"
"1014061","ESCOLA RURAL BELA VISTA - Água Boa - MT","Água Boa","MT","Municipal","rua principal","29745/2014","atrasada"
"24266","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Água Branca","AL","Municipal","bairro novo","8452/2014","paralisada"
"24674","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Águas Belas","PE","Municipal","rua povoado de tanquinhos","3988/2013","atrasada"
"24675","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Águas Belas","PE","Municipal","rua distrito curral novo","3988/2013","atrasada"
"30849","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Águas Belas","PE","Municipal","rua povoado campo grande","3989/2013","atrasada"
"1017552","Creche Rua Aracaju","Águas de Lindóia","SP","Municipal","rua recife x rua aracaju","11656/2014","atrasada"
"6540","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Águas Lindas de Goiás/GO","Águas Lindas de Goiás","GO","Estadual",NA,"700224/2008","sem endereço"
"19439","JARDIM AMÉRICA II","Águas Lindas de Goiás","GO","Municipal","rua alto paraíso quadra 15 apm 20","452/2011","paralisada"
"29327","MANSOES VILLAGE","Águas Lindas de Goiás","GO","Estadual","rua 38 esq. c/ 4ª avenida","7416/2014","atrasada"
"31096","ÁGUAS LINDAS DE GOIÁS - JARDIM AMÉRICA - 6º AO 9º E ENS. MÉDIO","Águas Lindas de Goiás","GO","Estadual","rua bananeira c/ rua coqueiro","7416/2014","atrasada"
"31104","ÁGUAS LINDAS DE GOIÁS - MANSÕES ODISSÉIA - ENS. MÉDIO","Águas Lindas de Goiás","GO","Estadual","quadra 1-b","7416/2014","atrasada"
"31122","ÁGUAS LINDAS DE GOIÁS - JARDIM BRASÍLIA - 6º AO 9º E ENS. MÉDIO ","Águas Lindas de Goiás","GO","Estadual","rua 38 esquina c/ rua 10 - apm quadra 53 lote 1-a-2","7416/2014","atrasada"
"33228","JARDIM DA  BARRAGEM VI","Águas Lindas de Goiás","GO","Municipal","rua 22 apm - 01","4249/2013","paralisada"
"1001188","JARDIM GUAÍRA I","Águas Lindas de Goiás","GO","Municipal","rua minas gerais","5020/2013","atrasada"
"1003888","JARDIM DO ENTORNO I","Águas Lindas de Goiás","GO","Municipal","rua seis","5821/2013","atrasada"
"1006661","JARDIM PARAÍSO","Águas Lindas de Goiás","GO","Municipal","rua das madressilvas quadra 22","7444/2013","atrasada"
"1012671","MANSÕES PÔR DO SOL","Águas Lindas de Goiás","GO","Municipal","rua 01 ar-1b","9697/2014","paralisada"
"1610","710010 - Escola de Educação Infantil - Águas Vermelhas/MG","Águas Vermelhas","MG","Municipal",NA,"710010/2008","paralisada; sem endereço"
"1005554","Escola Proinfância B - Agudo - RS","Agudo","RS","Municipal","avenida euclides klieman","6765/2013","paralisada"
"1012879","Creche Jardim Santa Angelina","Agudos","SP","Municipal","rua mário francisco de oliveira","9067/2014","atrasada"
"29451","Sítio Bruni","Águia Branca","ES","Municipal","córrego das flores","8978/2014","atrasada"
"28280","701576/11 - EE Rural - Padrão Estadual - Distrito da Barra - Aiuaba/CE","Aiuaba","CE","Estadual",NA,"701576/2011","paralisada; sem endereço"
"8597","656962 - Esc. Educ. Infantil - Tipo B - ALAGOA GRANDE/PB","Alagoa Grande","PB","Municipal","rua prof eliane nobrega","656962/2009","paralisada"
"24945","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alagoa Nova","PB","Municipal","rua projetada","2867/2012","paralisada"
"1010977","Creche Pro Infância  das Angelicas","Alagoinha","PE","Municipal","rua são pedro","9333/2014","atrasada"
"24288","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Alagoinhas","BA","Estadual","rua minas gerais","3984/2013","atrasada"
"1003786","BAIRRO CENTRO-PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alcântara","MA","Municipal","avenida da baronesa","5762/2013","atrasada"
"13288","702561 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ALDEIAS ALTAS/MA","Aldeias Altas","MA","Municipal",NA,"702561/2010","paralisada; sem endereço"
"28480","701611/11 - EE Urbana - Padrão Estadual - Alenquer/PA","Alenquer","PA","Estadual",NA,"701611/2011","paralisada; sem endereço"
"19620","Loteamento Nova Flórida","Alexânia","GO","Municipal",NA,"453/2011","atrasada; sem endereço"
"31107","ALEXÂNIA - NOVO HORIZONTE - 6º E 9º E ENS. MÉDIO","Alexânia","GO","Estadual","rua 166, 180 e 181 - quadra 293, lotes 01 a 11 e 22 a 28","7416/2014","paralisada"
"1016574","Bianchetti 1","Alfredo Vasconcelos","MG","Municipal","rua adair bianchetti bertolino","10106/2014","atrasada"
"1012854","Creche Primeiros Passos","Alfredo Wagner","SC","Municipal","estrada geral rio caeté","9019/2014","atrasada"
"19540","Escola Educação Infantil - Palhal","Almeirim","PA","Municipal","travessa paru","208/2011","paralisada"
"1006237","CRECHE E PRE-ESCOLA DO BAIRRO BURITIZAL","Almeirim","PA","Municipal","travessa ulisses guimarães","7130/2013","atrasada"
"1076255","Escola Municipal Coronel João Cãndido - Almirante Tamandaré - PR","Almirante Tamandaré","PR","Municipal","travessa josé ferreira","22343/2014","paralisada"
"24367","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alta Floresta","MT","Municipal","rua das mangueiras","2638/2012","paralisada"
"1009247","lote 19 - Q-15","Alta Floresta","MT","Municipal","rua julio prestes","11672/2014","atrasada"
"1001784","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alta Floresta D'Oeste","RO","Municipal","rua monteiro lobato, esquina com a rua teresina e parque de exposição","5380/2013","paralisada"
"1002792","CRECHE","Alta Floresta D'Oeste","RO","Municipal","avenida alta floresta esquina c/rua tancredo neves","5758/2013","paralisada"
"30844","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Alto Alegre do Maranhão","MA","Municipal","rua do matadouro","3778/2013","atrasada"
"25652","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alto Alegre do Pindaré","MA","Municipal","avenida carajás","2697/2012","paralisada"
"32657","PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Alto Alegre do Pindaré - MA","Alto Alegre do Pindaré","MA","Municipal","avenida carajás","3948/2013","paralisada"
"27378","SITIO CAPIXABA","Alto Alegre dos Parecis","RO","Municipal","linha p/70, gleba 04 corumbiaria","7970/2013","paralisada"
"1001786","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Alto Alegre dos Parecis - RO","Alto Alegre dos Parecis","RO","Municipal","avenida getúlio vargas","5381/2013","atrasada"
"1001974","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Alto Araguaia - MT","Alto Araguaia","MT","Municipal","rua 271","5365/2013","paralisada"
"8581","657016 - Esc. Educ. Infantil - Tipo B - ALTO DO RODRIGUES /RN","Alto do Rodrigues","RN","Municipal",NA,"657016/2009","atrasada; sem endereço"
"1006338","1-Centro - Alto Longá - PI","Alto Longá","PI","Municipal","av. luis eugênio","17577/2014","paralisada"
"25489","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Alto Paraguai","MT","Municipal","joaquim murtinho","2598/2012","paralisada"
"1009779","Equipamento Comunitário - Alto Paraguai - MT","Alto Paraguai","MT","Municipal","assentamento ema","23380/2014","paralisada"
"1010204","ESCOLA  BELA VISTA - Alto Paraguai - MT","Alto Paraguai","MT","Municipal","rua getúlio vargas","23381/2014","paralisada"
"12624","702477 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ALTO PARNAÍBA/MA","Alto Parnaíba","MA","Municipal","avenida coronel adolfo lustosa","702477/2010","paralisada"
"17441","700239/11 - Escola de Educação Infantil B - Alto Santo/CE","Alto Santo","CE","Municipal",NA,"700239/2011","atrasada; sem endereço"
"1007227","Escola das Embrulhadas - Alto Santo - CE","Alto Santo","CE","Municipal","sítio embrulhadas","22341/2014","paralisada"
"1015322","ESCOLA VILA ORIENTE/TAB.DAS MOÇAS - Alto Santo - CE","Alto Santo","CE","Municipal","sítio tabuleiro das moças","30177/2014","paralisada"
"1027761","EEEP ALTO SANTO - Alto Santo - CE","Alto Santo","CE","Estadual","praça pio x","19330/2014","paralisada"
"1003141","Área Institucional - Alto Taquari - MT","Alto Taquari","MT","Municipal","rua delfino batista esq. c/ av. sarkis samara e eq. c/ rua juscelino k. de oliveira","23382/2014","atrasada"
"17965","700371/11 - Escola de Educação Infantil - Alvarães/AM","Alvarães","AM","Municipal","avenida de sete setembro","700371/2011","paralisada"
"1080929","701805 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ALVARO DE CARVALHO/SP","Álvaro de Carvalho","SP","Municipal","av. paulo bispo sales","701805/2010","paralisada"
"24549","PAC 2 - CRECHE/PRÉ-ESCOLA 004 Beira Rio","Alvorada","RS","Municipal","avenida beira mar","11205/2014","atrasada"
"24550","PAC 2 - CRECHE/PRÉ-ESCOLA 002 ALGARVE/Alícia Fernandez","Alvorada","RS","Municipal","rua cinqüenta e três","11205/2014","atrasada"
"24551","PAC 2 - 001 EMEI JEAN PIAGET/ 11 de Abril","Alvorada","RS","Municipal","rua 43","11205/2014","atrasada"
"1003817","015 EMEI Elvira Souza Lima/ Pradinho 2","Alvorada","RS","Municipal","rua  campo verde","5769/2013","atrasada"
"1003818","013 EMEI Vinícius de Moraes/ Porto Verde","Alvorada","RS","Municipal","rua curios","5769/2013","atrasada"
"1004292","007 EMEI Ana Maria Machado/ Umbu fase 3","Alvorada","RS","Municipal","rua quarenta e cinco","5992/2013","atrasada"
"1004293","012 EMEI Cora Coralina/ CSU","Alvorada","RS","Municipal","rua rio grande","5992/2013","atrasada"
"1004294","009 EMEI Candido Portinari /CSU - Alvorada - RS","Alvorada","RS","Municipal","rua augusto severo","5992/2013","atrasada"
"1004295","008 EMEI Tarcila do Amaral/ Centro Florestan","Alvorada","RS","Municipal","rua vereador serapíão goulart","5992/2013","atrasada"
"1004905","010 EMEI Ziraldo/ Umbu Pradinho 1","Alvorada","RS","Municipal","rua 118","6459/2013","atrasada"
"1005182","011 EMEI Tatiana Belinky/ Jardim Aparecida","Alvorada","RS","Municipal","av.n.s.aparecida s/n","6515/2013","atrasada"
"1018260","E.M.E.F.RAPOSO TAVARES - Alvorada DOeste - RO","Alvorada D'Oeste","RO","Municipal","linha 44 km 08","34080/2014","atrasada"
"1024744","CRECHE CRIANÇA FELIZ","Alvorada do Gurguéia","PI","Municipal","avenida 26 de janeiro","11777/2014","paralisada"
"7905","710432 - E Educ Infantil Tipo C - EMENDA - AMAJARI/RR","Amajari","RR","Municipal",NA,"710432/2008","paralisada; sem endereço"
"6759","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Amapá do Maranhão/MA","Amapá do Maranhão","MA","Estadual",NA,"806049/2007","atrasada; sem endereço"
"24748","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Amaraji","PE","Municipal","rua tenente pedro chaves","2974/2012","paralisada"
"1081025","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Amarante","PI","Municipal","avenida luis cachoeira","8705/2014","paralisada"
"6766","806019 - Espaço Educativo Rural - 02 Salas -  - Construção - Amarante do Maranhão/MA","Amarante do Maranhão","MA","Estadual","araribóia","806019/2007","paralisada"
"11257","658393 - Construção Escola Padrão SECTEC/MA - Brasil Profissionalizado - Construção - Santa Luzia/MA","Amarante do Maranhão","MA","Estadual","rua josé de ribamar alves ribeiro","658393/2009","atrasada"
"12625","702455 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - AMARANTE DO MARANHÃO/MA","Amarante do Maranhão","MA","Municipal",NA,"702455/2010","sem endereço"
"19275","Creche e Pré-escola Bairro Jardim Phillipson Park (Praia dos Namorados)","Americana","SP","Municipal","rua nove (jardim phillipson park)","291/2011","paralisada"
"19361","Creche e Pré-escola Bairro Jardim Santo Antonio (Praia Azul)","Americana","SP","Municipal","rua ozório leite de camargo","291/2011","paralisada"
"1081051","CENTRO DE EDUCAÇÃO E RECREAÇÃO DOS JARDINS ","Américo Brasiliense","SP","Municipal","rua zoraide pereira de cordis","5145/2013","paralisada"
"19581","Creche Vila Macabeus","Amorinópolis","GO","Municipal","rua euclídes da cunha","1940/2011","paralisada"
"1017633","ESCOLA MUNICIPAL DO RIBEIRÃO - Anagé - BA","Anagé","BA","Municipal","barragem","31618/2014","paralisada"
"24382","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Anajás","PA","Municipal","estrada nova olinda","2860/2012","paralisada"
"24383","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Anajás","PA","Municipal","travessa roseli paiva","2860/2012","paralisada"
"1010403","Construção Escola 06 Salas Pov Quebra - Anajatuba - MA","Anajatuba","MA","Municipal","av. principal 02","22439/2014","paralisada"
"1015210","FRADES - ENSINO FUNDAMENTAL - Anajatuba - MA","Anajatuba","MA","Municipal","povoado frades","30242/2014","atrasada"
"1015481","Construção Escola 04 Salas Pov Ladeira - Anajatuba - MA","Anajatuba","MA","Municipal","pov ladeira","30024/2014","atrasada"
"1015482","Construção Escola 04 Salas Pov Carro Quebrado - Anajatuba - MA","Anajatuba","MA","Municipal","rua principal","30024/2014","atrasada"
"6423","806068 - EE Getúlio Vargas - Ananás/TO","Ananás","TO","Estadual",NA,"806068/2007","sem endereço"
"24649","PROINFÂNCIA PEDREIRINHA","Ananindeua","PA","Municipal","rua da pedreirinha","2843/2012","atrasada"
"28481","701611/11 - EE Urbana - Padrão Estadual - Ananindeua/PA","Ananindeua","PA","Estadual",NA,"701611/2011","paralisada; sem endereço"
"24792","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  003","Anápolis","GO","Municipal","rua jp-48","10913/2014","atrasada"
"24800","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Anápolis","GO","Municipal","rua copa 10","10913/2014","atrasada"
"28322","701596/11 - Escola Profissionalizante - CEP - Anápolis/GO","Anápolis","GO","Estadual",NA,"701596/2011","sem endereço"
"1021854","(UE) Conclusão da construção de Auditório para a unidade da UEG em Formosa – GO.","Anápolis","GO","Estadual",NA,"","sem endereço"
"1006380","PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Anapu - PA","Anapu","PA","Municipal","rua duque de caxias s/n","7044/2013","atrasada"
"1009503","EMEF JANIO QUADROS - Anapu - PA","Anapu","PA","Municipal","vicinal tres barracas","22299/2014","atrasada"
"1009505","EMEF EUZEBIO DE QUEIROZ - Anapu - PA","Anapu","PA","Municipal","br.230(transamazonica)","22299/2014","atrasada"
"1009507","EMEF RISOLETA NEVES - Anapu - PA","Anapu","PA","Municipal","rua mendes jr.","22299/2014","atrasada"
"1009509","EMEF BRASIL GRANDE - Anapu - PA","Anapu","PA","Municipal","br.230(transamazonica)","22299/2014","atrasada"
"1009510","EMEF HORAS ALEGRES - Anapu - PA","Anapu","PA","Municipal","ramal das araras","22299/2014","atrasada"
"1009511","EMEF BOM JESUS - Anapu - PA","Anapu","PA","Municipal","vicinal bom jesus","22299/2014","atrasada"
"1009514","EMEF SALVATORE DEIANE - Anapu - PA","Anapu","PA","Municipal","pa 167","22299/2014","atrasada"
"1009516","EMEF  SÃO RAIMUNDO NONATO - Anapu - PA","Anapu","PA","Municipal","trav,pau furado","22299/2014","atrasada"
"1009517","EMEF MONTEIRO LOBATO - Anapu - PA","Anapu","PA","Municipal","vicinal virola jatobá","22299/2014","atrasada"
"1009518","EMEF DRª ACY DE JESUS  PEREIRA","Anapu","PA","Municipal","rua tatajuba","22299/2014","atrasada"
"1009519","EMEF ALACID NUNES - Anapu - PA","Anapu","PA","Municipal","vicinal surubim","22299/2014","atrasada"
"1009522","EMEF SANTA IZABEL - Anapu - PA","Anapu","PA","Municipal","pa 167","22299/2014","atrasada"
"1009523","EMEF CRISTO É A ESPERANÇA - Anapu - PA","Anapu","PA","Municipal","trav.vila catarina","22299/2014","atrasada"
"1009529","EMEF SÃO LUCAS - Anapu - PA","Anapu","PA","Municipal","vicinal são lucas","22299/2014","atrasada"
"1009531","EMEF FRANSCISCO DE FARIAS - Anapu - PA","Anapu","PA","Municipal","vicinal surubim","22299/2014","atrasada"
"1009533","EMEF REI SALOMÃO - Anapu - PA","Anapu","PA","Municipal","trav. vila novo horizonte","22299/2014","atrasada"
"1018072","EMEF BOA ESPERANÇA - Anapu - PA","Anapu","PA","Municipal","vicinal 0","32129/2014","atrasada"
"1016187","Centro da Sabina - Anapurus - MA","Anapurus","MA","Municipal","rua são francisco","30243/2014","atrasada"
"1007120","Povoado de Vila Medrado - Andorinha - BA","Andorinha","BA","Municipal","rua comércio","19613/2014","atrasada"
"1010282","Povoado de Sitio de Açude - Andorinha - BA","Andorinha","BA","Municipal","rua da escola","19612/2014","atrasada"
"1015996","POV. Tanquinho do Poço - Andorinha - BA","Andorinha","BA","Municipal","rua da escola","29974/2014","paralisada"
"1015997","Povoado de Riacho Seco - Andorinha - BA","Andorinha","BA","Municipal","rua da escola","29974/2014","paralisada"
"11737","702236 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ANDRADINA/SP","Andradina","SP","Municipal",NA,"702236/2010","sem endereço"
"1081060","CRECHE MUNICIPAL","Andrelândia","MG","Municipal","rua são joão del rei","7057/2013","paralisada"
"1005983","prefeitura","Angelândia","MG","Municipal","rua vila dos anjos","7208/2013","atrasada"
"19316","NOVA ALIANÇA","Angelim","PE","Municipal","bairro nova aliança","1845/2011","atrasada"
"1017531","CRECHE TERCINA","Angical","BA","Municipal","rua gerolino antunes de carvalho","11039/2014","paralisada"
"1016589","Creche Montevidéu","Angical do Piauí","PI","Municipal","rua nova","10120/2014","atrasada"
"24494","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Angra dos Reis","RJ","Municipal","avenida francisco magalhães de castro","3022/2012","atrasada"
"1081250","PAC 2 - CRECHE/PRÉ-ESCOLA  008","Angra dos Reis","RJ","Municipal","rua d","3022/2012","paralisada"
"1577","700098 - Escola de Educação Infantil - Anísio de Abreu/PI","Anísio de Abreu","PI","Municipal","pi 144","700098/2008","atrasada"
"1016094","Escola Isolada Nossa Senhora de Lourdes - Anita Garibaldi - SC","Anita Garibaldi","SC","Municipal","localidade nossa senhora de lourdes","32268/2014","atrasada"
"1015473","Escola Municipal Dona Maria de Paula Letro","Antônio Dias","MG","Municipal","rua sebastião gonçalves de lima","29702/2014","atrasada"
"1953","700035 - Escola de Educação Infantil - Antônio João/MS","Antônio João","MS","Municipal","rua fernando saldanha esq. rua vicente soares","700035/2008","paralisada"
"6555","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Aparecida de Goiânia","GO","Estadual",NA,"700224/2008","sem endereço"
"6556","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Aparecida de Goiânia","GO","Estadual",NA,"700224/2008","sem endereço"
"6557","700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Aparecida de Goiânia","GO","Estadual",NA,"700224/2008","paralisada; sem endereço"
"24804","PAC 2 - CMEI INDEPENDENCIA MANSÕES 017","Aparecida de Goiânia","GO","Municipal","avenida arão de souza","4060/2013","atrasada"
"24817","PAC 2 - CMEI PONTAL SUL","Aparecida de Goiânia","GO","Municipal","avenida itamarati","4060/2013","paralisada"
"30776","PAC 2 - CMEI PARQUE SÃO JORGE 023","Aparecida de Goiânia","GO","Municipal","rua alfredo nasser","4059/2013","atrasada"
"30777","PAC 2 - CMEI JARDIM RIVIERA  024","Aparecida de Goiânia","GO","Municipal","rua joão paulo ii","4059/2013","atrasada"
"30782","PAC 2 - CMEI CRUZEIRO DO SUL 028","Aparecida de Goiânia","GO","Municipal","avenida euclides da cunha","4059/2013","atrasada"
"30783","PAC 2 - CMEI RESID. CARAÍBAS  029","Aparecida de Goiânia","GO","Municipal","rua tamboril","4059/2013","atrasada"
"30784","PAC 2 - CMEI VILA ROMANA  030","Aparecida de Goiânia","GO","Municipal","rua rômulo e remo","4059/2013","atrasada"
"1001598","701596/11 - Escola Profissionalizante - Aparecida de Goiânia/GO","Aparecida de Goiânia","GO","Estadual",NA,"701596/2011","atrasada; sem endereço"
"1008012","UE JOÃO MARTINS - Apicum-Açu - MA","Apicum-Açu","MA","Municipal","rua principal do povoado","22440/2014","atrasada"
"1015225","UE SANTA TEREZA - Apicum-Açu - MA","Apicum-Açu","MA","Municipal","travessa da rua principal","30027/2014","atrasada"
"1016566","CENTRO DE EDUCAÇÃO INFANTIL PROFA ISABEL CUNHA","Apicum-Açu","MA","Municipal","av nambu","10099/2014","atrasada"
"8591","656889 - Esc. Educ. Infantil - Tipo B - Apodi/RN","Apodi","RN","Municipal",NA,"656889/2009","atrasada; sem endereço"
"13810","703382/2010 - Espaço Educativo Urbano - Apodi/RN","Apodi","RN","Municipal",NA,"703382/2010","sem endereço"
"2168","830475 - Escola de Educação Infantil - Aporé/GO","Aporé","GO","Municipal",NA,"830475/2007","paralisada; sem endereço"
"20258","CRECHE","Apuarema","BA","Municipal","rua agton novais souza","1153/2011","paralisada"
"1006197","ESCOLA INFANTIL -BAIRRO SÃO SEBASTIÃO","Apuí","AM","Municipal","rua paraiba","7109/2013","atrasada"
"1012603","LOTEAMENTO NOVO IGUAPE","Aquiraz","CE","Municipal","avenida b","8744/2014","atrasada"
"24560","PROINFANCIA BAIRRO SANTA MARIA ","Aracaju","SE","Municipal","rua alexandre alcino","4448/2013","atrasada"
"1012882","RESIDENCIAL ÁGUAS CLARAS - ÁREA INSTITUCIONAL","Araçatuba","SP","Municipal","rua luiz grenge","9068/2014","atrasada"
"5306","750011 - Centro de Ensino Nossa Senhora das Graças - Brasil Profissionalizado - Araci/BA","Araci","BA","Estadual","praça senhor do bonfim","750011/2008","atrasada"
"25539","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araci","BA","Municipal","distrito de pedra alta","2513/2012","paralisada"
"25540","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Araci","BA","Municipal","distrito de barreira","2513/2012","paralisada"
"25541","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Araci","BA","Municipal","rua projetada","2513/2012","paralisada"
"29314","ARACI - TAPUIO","Araci","BA","Estadual","rua jose roque de oliveira","7417/2015","atrasada"
"1569","710161 - Escola de Educação Infantil - Tipo B - Aracruz/ES","Aracruz","ES","Municipal",NA,"710161/2008","paralisada; sem endereço"
"19050","Proinfancia Bairro São Geraldo","Araçuaí","MG","Municipal",NA,"1778/2011","atrasada; sem endereço"
"1001764","PAC 2 - CRECHE/PRÉ-ESCOLA  001- NOVA ESPERANÇA","Araçuaí","MG","Municipal","rua f","5728/2013","atrasada"
"17994","700327/11 - Escola de Educação Infantil - Aragominas/TO","Aragominas","TO","Municipal",NA,"700327/2011","paralisada; sem endereço"
"1009902","Assentamento Pontal das Estrelas - Araguaçu - TO","Araguaçu","TO","Municipal","to 373","19824/2014","atrasada"
"6419","700230 - Escola Projeto Padrão SEDUC-TO - Maracanã","Araguaína","TO","Estadual","rua vinte e cinco de dezembro","700230/2008","atrasada"
"1001611","Setor Universitário","Araguaína","TO","Municipal","rua perimetral leste","5148/2013","atrasada"
"8418","658376 - Esc. Educ. Infantil - Tipo B - ARAGUANA/MA","Araguanã","MA","Municipal","avenida marechal silva filho","658376/2009","paralisada"
"13225","703656/10 - Escola de Educação Infantil tipo C - Araguari/MG","Araguari","MG","Municipal",NA,"703656/2010","sem endereço"
"24863","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araguatins","TO","Municipal","rua dos eucalipidos, quadra 02 setor parque dos buritis","3154/2012","paralisada"
"24864","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Araguatins","TO","Municipal","rua antonio fernandes de oliveira","3154/2012","paralisada"
"24865","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Araguatins","TO","Municipal","rua floriano peixoto","3154/2012","paralisada"
