"id","nome","municipio","uf","responsabilidade","logradouro","termo_convenio","problema_detectado"
"1015453","E.M. POV. ANANAS - Sambaíba - MA","Sambaíba","MA","Municipal","travessa da rua principal","29672/2014","atrasada"
"1001607","Escola de Educação Infantil Bairro Giusti - Sananduva - RS","Sananduva","RS","Municipal","rua remigio tondo equina com belizário machado","5143/2013","paralisada"
"13286","703244 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - SANCLERLÂNDIA/GO","Sanclerlândia","GO","Municipal",NA,"703244/2010","sem endereço"
"11685","700056 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANDOLÂNDIA/TO","Sandolândia","TO","Municipal","avenida ulisses guimarães","700056/2010","paralisada"
"25595","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Santa Bárbara","MG","Municipal",NA,"2764/2012","paralisada; sem endereço"
"19369","Creche do Bairro São Joaquim","Santa Bárbara d'Oeste","SP","Municipal","avenida porto ferreira","4981/2013","atrasada"
"19424","Creche Rua São João","Santa Bárbara d'Oeste","SP","Municipal","rua são joão batista","4981/2013","paralisada"
"1012906","ORQUÍDEAS - Santa Bárbara dOeste - SP","Santa Bárbara d'Oeste","SP","Municipal","rua ubirajara alves","9087/2014","atrasada"
"28936","Construção de Escola de Ensino Fundamental de 02 salas de aula","Santa Clara do Sul","RS","Municipal",NA,"702340/2010","sem endereço"
"11829","701771 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANTA CRUZ DE GOIÁS/GO","Santa Cruz de Goiás","GO","Municipal",NA,"701771/2010","paralisada; sem endereço"
"30749","Igarapé Fundo","Santa Cruz do Arari","PA","Municipal","vila de igarapé fundo","7519/2014","paralisada"
"1003025","Escola Deus é Por Nós - Santa Cruz do Arari - PA","Santa Cruz do Arari","PA","Municipal","vila de jenipapo","17538/2014","paralisada"
"1017710","Rio Tartaruga - Santa Cruz do Arari - PA","Santa Cruz do Arari","PA","Municipal","rio tartaruga","32205/2014","atrasada"
"1016595","Terreno Escola Proinfancia - Santa Cruz do Piauí - PI","Santa Cruz do Piauí","PI","Municipal","rua projetada","10126/2014","atrasada"
"19305","UNIDADE II","Santa Ernestina","SP","Municipal","rua dos rodrigues valverdi","5535/2013","atrasada"
"29716","Projeto de Assentamento Dalila","Santa Fé do Araguaia","TO","Municipal","assentamento dalila","9136/2014","paralisada"
"29717","Povoado Porto Lemos","Santa Fé do Araguaia","TO","Municipal","rua araguia s/n","9136/2014","atrasada"
"6725","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Santa Filomena do Maranhão/MA","Santa Filomena do Maranhão","MA","Estadual","travessa epitácio cafeteira","806049/2007","atrasada"
"1010430","3-Povoado-Marimbondo - Santa Filomena do Maranhão - MA","Santa Filomena do Maranhão","MA","Municipal","estrada vicinal","22641/2014","paralisada"
"1010577","4-Povoado-Repartição - Santa Filomena do Maranhão - MA","Santa Filomena do Maranhão","MA","Municipal","rua da escola","22642/2014","paralisada"
"1010578","1-Povoado-Formosa - Santa Filomena do Maranhão - MA","Santa Filomena do Maranhão","MA","Municipal","estrada vicinal","22642/2014","paralisada"
"1017669","5-Sede-Bairro-Campestre - Santa Filomena do Maranhão - MA","Santa Filomena do Maranhão","MA","Municipal","rua principal","32099/2014","paralisada"
"1002807","CURVA GRANDE - Santa Helena - MA","Santa Helena","MA","Municipal","zona rural","17451/2014","paralisada"
"1002809","CRAVO - Santa Helena - MA","Santa Helena","MA","Municipal","povoado cravo","17451/2014","paralisada"
"1015406","ROSARIO - Santa Helena - MA","Santa Helena","MA","Municipal",NA,"29673/2014","sem endereço"
"1002001","Jardim das Aroeiras","Santa Helena de Goiás","GO","Municipal","rua abel jose de souza","5804/2013","atrasada"
"13316","703218 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA HELENA DE MINAS/MG","Santa Helena de Minas","MG","Municipal",NA,"703218/2010","paralisada; sem endereço"
"1009486","E.M. POVOADO BAIRRO VERMELHO - Santa Inês - MA","Santa Inês","MA","Municipal","rua do campo","22643/2014","paralisada"
"1010579","E.M DO SOL NASCENTE","Santa Inês","MA","Municipal","avenida principal","22644/2014","paralisada"
"1010730","Lote 2, quadra 1 - Imbiaçaba - Santa Inês - PR","Santa Inês","PR","Municipal","rua são sebastião","22376/2014","paralisada"
"1010763","Lotes 2, 4, 5, 6 e 08 da quadra 18, do município de Santa Inês, conforme matrícula 4.790 do cartório d registro de imóveis de colorado com área total de 5.400 metros quadrados - Santa Inês - PR","Santa Inês","PR","Municipal","rua panema,","22377/2014","paralisada"
"1011066","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Santa Inês","MA","Municipal","rua mato grosso","8704/2014","paralisada"
"1012721","PAC 2 - CRECHE/PRÉ-ESCOLA 005","Santa Inês","MA","Municipal","rua osvaldo cruz","8798/2014","paralisada"
"1015459","E.M. DA VILA MARCONY","Santa Inês","MA","Municipal","rua projetada","29675/2014","paralisada"
"1006260","Creche Residencial Vale Porangaba - Santa Isabel do Pará - PA","Santa Isabel do Pará","PA","Municipal","rua projetada 1","7142/2013","paralisada"
"9565","657757 - Espaço Educativo Urbano II-06 Salas - SANTA LUZIA/MA","Santa Luzia","MA","Municipal",NA,"657757/2009","paralisada; sem endereço"
"1009140","Creche Tipo B da Rua do Campo","Santa Luzia","MA","Municipal","rua santo antonio - rua do campo","7548/2013","atrasada"
"1005448","Creche","Santa Luzia D'Oeste","RO","Municipal","avenida rio grande do sul","6735/2013","paralisada"
"1013601","piçarreira - Santa Luzia do Itanhy - SE","Santa Luzia do Itanhy","SE","Municipal","povoado cambui - distrito piçarreira","24065/2014","atrasada"
"11259","658393 - Construção Escola Padrão SECTEC/MA - Brasil Profissionalizado - Construção - Chapadinha/MA","Santa Luzia do Paruá","MA","Estadual","av. brasília, quadra 14","658393/2009","atrasada"
"8969","657111 - Esc. Educ. Infantil - Tipo B - SANTA MARIA/RS","Santa Maria","RS","Municipal","rua venâncio aires","657111/2009","paralisada"
"13418","704173 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA MARIA/RS","Santa Maria","RS","Municipal",NA,"704173/2010","atrasada; sem endereço"
"19778","Estação dos Ventos","Santa Maria","RS","Municipal","rua luiz castagna","4216/2013","atrasada"
"19965","Diácono Luiz Pozzobom","Santa Maria","RS","Municipal","rua a esq rua c","4215/2013","paralisada"
"20098","Vila Jardim","Santa Maria","RS","Municipal","rua bolívia (prolongamento)","4216/2013","atrasada"
"24531","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Santa Maria","RS","Municipal","rua vereador antônio dias","11203/2014","atrasada"
"24532","Residencial Lopes","Santa Maria","RS","Municipal","rua antonio rossi, s/nº","11203/2014","paralisada"
"24533","PAC_  DOM LUIZ  VICTOR  SARTORI","Santa Maria","RS","Municipal","rua  ceará    s/n","11203/2014","atrasada"
"24534","PAC 2 - CRECHE Municipal Bairro Nossa Senhora da Medianeira","Santa Maria","RS","Municipal","rua joão batista da cruz jobim","11203/2014","paralisada"
"24535","PAC 2 - CRECHE SANTA MARTA","Santa Maria","RS","Municipal","av. manoel malmann filho","11203/2014","paralisada"
"24536","PAC 2 - CRECHE/PRÉ-ESCOLA  002 LOTEAMENTO MONTE BELO-CAMOBI","Santa Maria","RS","Municipal","rua dyonélio machado s/nº","11203/2014","paralisada"
"11896","700040 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANTA MARIA DA BOA VISTA/PE","Santa Maria da Boa Vista","PE","Municipal","praça da alegria","700040/2010","paralisada"
"17608","700270/11 - Espaço Ed. Urbano - Santa Maria da Boa Vista/PE","Santa Maria da Boa Vista","PE","Municipal","fazenda badajós","700270/2011","paralisada"
"1009282","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santa Maria da Boa Vista - PE","Santa Maria da Boa Vista","PE","Municipal","rua pé de serra","8324/2014","atrasada"
"25597","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Santa Maria da Vitória","BA","Municipal","rua santana","8447/2014","paralisada"
"29336","ESCOLA NOVA - SANTA MARIA DAS BARREIRAS","Santa Maria das Barreiras","PA","Estadual","avenida perimetral (br 158)","8329/2013","paralisada"
"1006283","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santa Maria das Barreiras - PA","Santa Maria das Barreiras","PA","Municipal","travessa f com av coelho luz","7143/2013","paralisada"
"1012668","LOTEAMENTO","Santa Maria de Jetibá","ES","Municipal","rua projetada","8774/2014","paralisada"
"1006667","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Santa Maria do Cambucá","PE","Municipal","rua madrinha sinhá","7397/2013","atrasada"
"11141","658385 - CAE Fernando costa - Ampl - Santa Mariana/PR","Santa Mariana","PR","Estadual","rodovia br 369","658385/2009","paralisada"
"28309","701576/11 - EE Rural - Padrão Estadual - Barra Velha/ Santa Rita- Santa Quitéria/CE","Santa Quitéria","CE","Estadual","rua antônio sabóia","701576/2011","paralisada"
"1010398","Assentamento Alegre/Tatajuba - Santa Quitéria - CE","Santa Quitéria","CE","Municipal","assentamento alegre/tatajuba","22426/2014","paralisada"
"1079885","701576/11 - EE Rural - Padrão Estadual - Trapiá - Santa Quitéria/CE","Santa Quitéria","CE","Estadual",NA,"701576/2011","paralisada; sem endereço"
"25667","PAC 2 - CRECHE/PRÉ-ESCOLA BAIRRO PASSARADA II  002","Santa Quitéria do Maranhão","MA","Municipal","avenida norberto pedrosa","2701/2012","paralisada"
"1006868","Ingar - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","pov. ingar","22645/2014","paralisada"
"1006869","Lagoa dasCaraibas - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","pov. lagoa das caraibas","22645/2014","atrasada"
"1006870","Pov. Jurubeba - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","pov. jurubeba","22645/2014","atrasada"
"1009481","Barreiras - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","pov. barreiras","22646/2014","atrasada"
"1009484","Boa União - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","rua projetada - povoado boa união","22646/2014","atrasada"
"1009485","Barra do Sitio I - Santa Quitéria do Maranhão - MA","Santa Quitéria do Maranhão","MA","Municipal","pov. barra do sitio i","22646/2014","atrasada"
"19972","Creche - Tibiri II","Santa Rita","PB","Municipal","rua petrônio alves nilo","1029/2011","paralisada"
"25028","CRECHE PLANO DE VIDA","Santa Rita","PB","Municipal","rua projetada","4058/2013","atrasada"
"25029","CRECHE BEBELANDIA","Santa Rita","PB","Municipal","rua principal","4058/2013","paralisada"
"25030","CRECHE CENTRO","Santa Rita","PB","Municipal","rua otávio amorim","4058/2013","atrasada"
"25031","CRECHE LEROLANDIA","Santa Rita","PB","Municipal","nova lerolandia","4058/2013","paralisada"
"1004267","EMENDA PARLAMENTAR 26950003 - Santa Rita - MA","Santa Rita","MA","Municipal",NA,"66708/2015","sem endereço"
"1017080","Escola de Educação Infantil","Santa Rita de Caldas","MG","Municipal","rua carlos chagas","10799/2014","atrasada"
"8401","657543 - Esc. Educ. Infantil - Tipo B - SANTA RITA DO PARDO /MS","Santa Rita do Pardo","MS","Municipal","rua padre tadeu kolodziejcyk","657543/2009","paralisada"
"1001932","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Santa Rosa do Purus","AC","Municipal","rua odimar gomes coelho","6005/2013","atrasada"
"1010823","LOTE RURAL 25-C-A3 - Santa Tereza do Oeste - PR","Santa Tereza do Oeste","PR","Municipal","jose calazans","23164/2014","paralisada"
"24373","Creche Maria Ramis","Santa Vitória do Palmar","RS","Municipal","rua do palmar","5536/2013","paralisada"
"1013272","Dulcelita Bahia de Araujo - Santaluz - BA","Santaluz","BA","Municipal","estrada ba 120","9226/2014","paralisada"
"1006956","PAC 2 - CRECHE/PRÉ-ESCOLA  007 - Santana - AP","Santana","AP","Municipal","rua tancredo neves","7367/2013","atrasada"
"1012566","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Santana","AP","Municipal","rua lucimar letra","8720/2014","atrasada"
"1017541","Terreno1","Santana da Vargem","MG","Municipal","rua josé teodoro da silva","11682/2014","atrasada"
"17643","700164/11 - E Educação Infantil B - Santana de Pirapama/MG","Santana de Pirapama","MG","Municipal","rua josé marques pereira","700164/2011","paralisada"
"1005440","PADRE IBIAPINA ","Santana do Acaraú","CE","Municipal","rua jose maria de sousa","6725/2013","atrasada"
"11088","658472 - Brasil Profissionalizado - Santana do Araguaia/PA","Santana do Araguaia","PA","Estadual","ac santana do araguaia, avenida raul p. fonseca","658472/2009","paralisada"
"1006262","PAC 2 - CRECHE/PRÉ-ESCOLA  005 - Santana do Araguaia - PA","Santana do Araguaia","PA","Municipal","rua das mães","7144/2013","atrasada"
"1006263","PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Santana do Araguaia - PA","Santana do Araguaia","PA","Municipal","rua santana s/nº","7144/2013","atrasada"
"1006264","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santana do Araguaia - PA","Santana do Araguaia","PA","Municipal","avenida leolandia s. s. marcuartu","7144/2013","atrasada"
"1006265","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Santana do Araguaia","PA","Municipal","rua 42","7144/2013","atrasada"
"20018","Loteamento Vila Nova","Santana do Livramento","RS","Municipal","rua  l","4218/2013","paralisada"
"24374","SIMON BOLÍVAR","Santana do Livramento","RS","Municipal","rua maria aldina saraiva","4219/2013","paralisada"
"1009831","Aldrovando  Santana - Santana do Livramento - RS","Santana do Livramento","RS","Municipal","passo das pedras","19901/2014","atrasada"
"1016601","Creche","Santana do São Francisco","SE","Municipal","rua são joão","10132/2014","atrasada"
"19799","Creche Municipal de Santana do Seridó","Santana do Seridó","RN","Municipal","rua joão alves de morais","1441/2011","paralisada"
"18069","SANTARENZINHO","Santarém","PA","Municipal","rua aspargo","11562/2014","atrasada"
"19586","SANTO ANDRE","Santarém","PA","Municipal",NA,"11562/2014","sem endereço"
"19633","MARACANÃ","Santarém","PA","Municipal","rua lira maia","11562/2014","atrasada"
"19634","CARANAZAL","Santarém","PA","Municipal","trav. antonio bastos","11562/2014","atrasada"
"1014549","PAC 2 - CRECHE/PRÉ-ESCOLA  CURUAI - Santarém - PA","Santarém","PA","Municipal","trav. pajurá","11567/2014","atrasada"
"25601","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Santo Amaro","BA","Municipal","rua da rodagem","2559/2012","paralisada"
"1014575","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Santo Amaro","BA","Municipal","avenida são bento","10064/2014","atrasada"
"1004327","PROJETO 2 CONVENCIONAL","Santo Amaro do Maranhão","MA","Municipal","rua rio branco, s/nº","6030/2013","atrasada"
"1009492","Lagoa da Esperança - Santo Amaro do Maranhão - MA","Santo Amaro do Maranhão","MA","Municipal","povoado lagoa da esperança","22650/2014","atrasada"
"1009493","Cocal - Santo Amaro do Maranhão - MA","Santo Amaro do Maranhão","MA","Municipal","povoado cocal","22650/2014","atrasada"
"1009494","Ponta Verde - Santo Amaro do Maranhão - MA","Santo Amaro do Maranhão","MA","Municipal","povoado pónta verde","22650/2014","atrasada"
"1009495","Travosa I - Santo Amaro do Maranhão - MA","Santo Amaro do Maranhão","MA","Municipal","travosa i","22650/2014","atrasada"
"1009496","Bebedouro - Santo Amaro do Maranhão - MA","Santo Amaro do Maranhão","MA","Municipal","povoado bebedouro","22650/2014","paralisada"
"20242","Creche Zona Urbana","Santo André","PB","Municipal","rua projetada ii","10904/2014","atrasada"
"1001861","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Santo Ângelo - RS","Santo Ângelo","RS","Municipal","avenida brasil","5359/2013","paralisada"
"1003802","PROINFANCIA","Santo Antônio do Amparo","MG","Municipal","rua getulio gomes avelar","6148/2013","atrasada"
"19250","OBRA PUBLICA 2","Santo Antônio do Descoberto","GO","Municipal","av: são josé","2083/2011","paralisada"
"19323","AREA PÚBLICA 03 PARQUE ESTRELA DALVA XIII","Santo Antônio do Descoberto","GO","Municipal","áea pública 03","2083/2011","paralisada"
"28329","701596/11 - Escola Profissionalizante - Santo Antonio do Descoberto/GO","Santo Antônio do Descoberto","GO","Estadual",NA,"701596/2011","atrasada; sem endereço"
"29335","VILA MONTES CLAROS II","Santo Antônio do Descoberto","GO","Estadual","rua 02 com rua 10 - apm1","7416/2014","atrasada"
"31123","SANTO ANTONIO DO DESCOBERTO - PARQUE ESTRELA D´ALVA XVI - 6º AO 9º E ENS. MÉDIO","Santo Antônio do Descoberto","GO","Estadual","rua 78 c/aven. 33 quadra 210","7416/2014","atrasada"
"1004216","EMENDA PARLAMENTAR 32650008 - FUNDAMENTAL - Santo Antônio do Descoberto - GO","Santo Antônio do Descoberto","GO","Municipal",NA,"","sem endereço"
"25096","CRECHE DA LADEIRA VERMELHA","Santo Estêvão","BA","Municipal","avenida juscelino kubtschek","2542/2012","paralisada"
"1016016","VARZEA DA CASA - Santo Estêvão - BA","Santo Estêvão","BA","Municipal","fazenda varzea da casa","30163/2014","atrasada"
"2241","830294 - Escola de Educação Infantil - Santo Hipólito/MG","Santo Hipólito","MG","Municipal","rua coronel josé roberto viana","830294/2007","paralisada"
"1566","830062 - Escola de Educação Infantil - Santos Dumont/MG","Santos Dumont","MG","Municipal","rua josé carlos de paula","830062/2007","paralisada"
"28311","700375/11 - Espaço Educativo Urbano - Bairro Corrente - São Benedito/CE","São Benedito","CE","Municipal","praça vinte e cinco de novembro","700375/2011","atrasada"
"25142","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Benedito do Rio Preto","MA","Municipal","rua do campo","2706/2012","paralisada"
"25143","PAC 2 - CRECHE/PRÉ-ESCOLA  002","São Benedito do Rio Preto","MA","Municipal","avenida brasil","2706/2012","paralisada"
"1018420","Povoado Santo Antonio - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","rua principal","32799/2014","atrasada"
"1018421","Povoado Santa Maria do Genésio - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","povoado santa maria do genésio","32799/2014","atrasada"
"1018422","Povoado Riacho dos Porcos - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","rua principal, 01","32799/2014","atrasada"
"1018423","ESCOLA 4 SALAS DO MARÇAL - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","via principal","32799/2014","atrasada"
"1018424","ESCOLA DE 4 SALAS NO SÃO JOSÉ DOS COSTAS - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","rua principal, 01","32799/2014","atrasada"
"1018425","Bairro São Paulo - São Benedito do Rio Preto - MA","São Benedito do Rio Preto","MA","Municipal","rua do areal","32798/2014","atrasada"
"25715","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Benedito do Sul","PE","Municipal","rua do cajá","2988/2012","paralisada"
"1005855","3-Povoado-Conserva - São Bento - MA","São Bento","MA","Municipal","rua do povoado","17452/2014","atrasada"
"1005859","2-Povoado-Centro-Novo - São Bento - MA","São Bento","MA","Municipal","rua do campo","17452/2014","atrasada"
"1005860","7-Povoado-São-Caetano - São Bento - MA","São Bento","MA","Municipal","rua do povoado","17452/2014","atrasada"
"1011116","PAC 2 - CRECHE/PRÉ-ESCOLA  005","São Bento do Una","PE","Municipal","rua 09","9195/2014","atrasada"
"19892","Riacho Grande","São Bernardo do Campo","SP","Municipal","rua marcilio conrado","2105/2011","paralisada"
"19896","Jardim Nazareth","São Bernardo do Campo","SP","Municipal","rua joão xxiii","2105/2011","paralisada"
"24587","PAC 2 - CRECHE/PRÉ-ESCOLA  002","São Borja","RS","Municipal","rua joão lunardini","8549/2014","paralisada"
"25696","CRECHE/PRÉ-ESCOLA","São Caitano","PE","Municipal","rua projetada","2986/2012","paralisada"
"1017551","CRECHE PRO INFANCIA","São Carlos","SC","Municipal","rua presidente castelo branco","11718/2014","paralisada"
"17438","700009/11 - Escola de Educação Infantil B - São Domingos/BA","São Domingos","BA","Municipal","conjunto habitacional alcides carneiro","700009/2011","atrasada"
"1006888","PEDRO DA SILVA","São Domingos","SE","Municipal","rua c, conjunto josé fonseca lima","7362/2013","atrasada"
"1004506","Nazaré - São Domingos do Araguaia - PA","São Domingos do Araguaia","PA","Municipal","travessa valadares","17542/2014","paralisada"
"1017018","SANTA TEREZA","São Domingos do Azeitão","MA","Municipal","avenida santa tereza","10717/2014","atrasada"
"24682","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Domingos do Capim","PA","Municipal","rua naife daibes","2853/2012","paralisada"
"24683","PAC 2 - CRECHE/PRÉ-ESCOLA  002","São Domingos do Capim","PA","Municipal","estrada da comunidade aliança","2853/2012","paralisada"
"1018492","AREA DESTINADA PARA CONSTRUÇÃO DE UMA ESCOLA- COMUNIDADE MONTE ALEGRE - São Domingos do Capim - PA","São Domingos do Capim","PA","Municipal","rua nova","32830/2014","paralisada"
"1005848","Terreno Bairro Niterói - São Domingos do Norte - ES","São Domingos do Norte","ES","Municipal","rodovia gether lopes","17169/2014","paralisada"
"1005186","proinfancia C","São Domingos do Prata","MG","Municipal","avenida paulino cícero","6519/2013","atrasada"
"9417","657741 - Padrão SEDUC/MT-8 salas - Construção - São Félix do Araguaia/MT","São Félix do Araguaia","MT","Estadual","pa dom pedro","657741/2009","paralisada"
"1003072","RUA ULISSES PEREIRA - São Félix do Piauí - PI","São Félix do Piauí","PI","Municipal","rua ulisses pereira e rua marcos campelo","17602/2014","paralisada"
"27452","ESCOLA NOVA - SÃO FELIX DO XINGU","São Félix do Xingu","PA","Estadual","av. minas gerais, lote 01, quadra 06, setor 06.","64482/2015","paralisada"
"25599","PAC 2 - CRECHE/PRÉ-ESCOLA  002","São Francisco","MG","Municipal","rua 3 quadra 08","2765/2012","paralisada"
"25600","PAC 2 - CRECHE/PRÉ-ESCOLA  003","São Francisco","MG","Municipal","av. perimetral","2765/2012","paralisada"
"30842","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Francisco","MG","Municipal","rua nova","4077/2013","paralisada"
"13421","703210/10 - EE Infantil - Tipo B - SÃO FRANCISCO DE PAULA/RS","São Francisco de Paula","RS","Municipal",NA,"703210/2010","paralisada; sem endereço"
"1016256","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - São Francisco de Paula - RS","São Francisco de Paula","RS","Municipal","rua josé clovis lucena","10018/2014","atrasada"
"17645","700165/11 - EEducação Infantil B - São Francisco de Sales/MG","São Francisco de Sales","MG","Municipal","rua onze","700165/2011","paralisada"
"18098","Rua São Pedro","São Francisco do Brejão","MA","Municipal","rua são pedro","1872/2011","paralisada"
"25092","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Francisco do Conde","BA","Municipal","rua do gurugé","2539/2012","atrasada"
"25150","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Francisco do Maranhão","MA","Municipal","rua francisco alves nepomuceno","2675/2012","atrasada"
"1006569","5-Povoado-Miroró - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","estrada vicinal","22659/2014","atrasada"
"1006570","7-Povoado-Vaquejador - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","rua da escola","22659/2014","atrasada"
"1006571","6-Povoado-São-Bento - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","estrada vicinal","22659/2014","atrasada"
"1009947","4-Povoado-Terra-Dura - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","estrada vicinal","22660/2014","atrasada"
"1009948","1-Povoado-Boa Esperança - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","estrada vicinal","22660/2014","atrasada"
"1009949","2-Povoado-Lagoa-do-Luizão - São Francisco do Maranhão - MA","São Francisco do Maranhão","MA","Municipal","estrada principal da lagoa","22660/2014","atrasada"
"1002939","COMUNIDADE GOLFOS - São Francisco do Piauí - PI","São Francisco do Piauí","PI","Municipal","localidade golfos","17603/2014","paralisada"
"25206","CEI Majorca","São Francisco do Sul","SC","Municipal","rua são martinho","4132/2013","atrasada"
"24636","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Gabriel","RS","Municipal","rua liara souto pereira","4116/2013","paralisada"
"29319","SÃO GABRIEL - GAMELEIRA","São Gabriel","BA","Estadual","rua da caixa d`água","7417/2015","atrasada"
"1009832","E.M.E.F. Catão Peres - São Gabriel - RS","São Gabriel","RS","Municipal","rs 630","19910/2014","paralisada"
"1010407","Escola Municipal de Ensino Fundamental Sepé Tiaraju - São Gabriel - RS","São Gabriel","RS","Municipal","rua liara souto pereira","19914/2014","atrasada"
"1012844","PAC 2 - CRECHE/PRÉ-ESCOLA  002","São Gabriel","RS","Municipal","rua dr leonidas aveleda","9013/2014","paralisada"
"17401","700225/11 -EE Rural -Caruru Cachoeira- São G da Cachoeira/AM","São Gabriel da Cachoeira","AM","Municipal",NA,"700225/2011","paralisada; sem endereço"
"25503","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Gabriel da Cachoeira","AM","Municipal","beco domingos sávio","3622/2012","paralisada"
"19580","CRECHE SANTA LUZIA","São Gonçalo","RJ","Municipal","rua afrânio peixoto","11563/2014","atrasada"
"19621","CRECHE COLUBANDÊ B","São Gonçalo","RJ","Municipal","rua augusto rush","11563/2014","atrasada"
"24530","CRECHE GALO BRANCO","São Gonçalo","RJ","Municipal","rua doutor egílio justi","7854/2014","atrasada"
"1011092","Cheche Boa Vista - São Gonçalo - RJ","São Gonçalo","RJ","Municipal","avenida governador macedo soares,n 3210,3211,3212,3213,3332,3331","9870/2014","atrasada"
"1011095","PAC 2 - CRECHE/PRÉ-ESCOLA CALIFÓRNIA - São Gonçalo - RJ","São Gonçalo","RJ","Municipal","rua colon braga lt 11, 12 e 21","9870/2014","atrasada"
"1011097","PAC 2 - CRECHE/PRÉ-ESCOLA  VILA LAGE - São Gonçalo - RJ","São Gonçalo","RJ","Municipal","rua lúcio tomé feteira","9870/2014","atrasada"
"1018875","Creche Santa Isabel - São Gonçalo - RJ","São Gonçalo","RJ","Municipal","estrada serrinha de cordeiro","33333/2014","paralisada"
"8760","657079 - Esc. Educ. Infantil - Tipo B - SAO GONCALO DO ABAETE/MG","São Gonçalo do Abaeté","MG","Municipal","rua prado, esquina com a rua água limpa","657079/2009","paralisada"
"11147","658468 - Esp Educ Prof - Golandim - São G do Amarante/RN","São Gonçalo do Amarante","RN","Estadual",NA,"658468/2009","atrasada; sem endereço"
"31924","EEM SÃO GONÇALO DO AMARANTE - CÁGADO","São Gonçalo do Amarante","CE","Estadual","rua principal","7415/2015","atrasada"
"1014597","JARDIM LOLA - São Gonçalo do Amarante - RN","São Gonçalo do Amarante","RN","Municipal",NA,"9659/2014","sem endereço"
"1027760","EEEP SÃO GONÇALO DO AMARANTE - São Gonçalo do Amarante - CE","São Gonçalo do Amarante","CE","Estadual","avenida contorno leste","19330/2014","atrasada"
"20790","703506/10 - CE Polivalente de São Gonçalo - São Gonçalo/BA","São Gonçalo dos Campos","BA","Estadual","rua antônio muniz","703506/2010","atrasada"
"1014608","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Jerônimo","RS","Municipal","rua projetada esq vasco antonio ramos alves","9836/2014","atrasada"
"24320","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São Jerônimo da Serra","PR","Municipal","rua augusto lopes","2945/2012","paralisada"
"1014160","Escola Terra Nova - São Jerônimo da Serra - PR","São Jerônimo da Serra","PR","Municipal","rua principal","31471/2014","paralisada"
"25669","PAC 2 - CRECHE/PRÉ-ESCOLA  001","São João Batista","MA","Municipal","rua getúlio vargas","2702/2012","paralisada"
