"id","nome","municipio","uf","responsabilidade","logradouro","ano_convenio","total_pago","cancelada","concluida","paralisada","nao_iniciada","execucao","atrasada","sem_end","status","situacao_segundo_tbrasil","status_segundo_simec","ano_fim_vigencia_convenio","termo_convenio","data_prevista_de_conclusao_da_obra","data_final_prevista_e_estimada","ano_data_final_prevista_e_estimada","tipo_do_projeto","projeto_obra_transparente"
"8879","656360 - Esc. Educ. Infantil - Tipo C - FORMOSA DO OESTE/PR","Formosa do Oeste","PR","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","656360/2009",2015-01-15,2015-01-15,"2015","Escola de Educação Infantil Tipo C",0
"8881","656833 - Esc. Educ. Infantil - Tipo C - SAO JOAO DO CAIUA /PR","São João do Caiuá","PR","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","656833/2009",2014-04-30,2014-04-30,"2014","Escola de Educação Infantil Tipo C",0
"8882","656863 - Esc. Educ. Infantil - Tipo C - BELA VISTA DO PARAISO/PR","Bela Vista do Paraíso","PR","Municipal","rua salvador sanches rodrigues","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656863/2009",2013-05-21,2013-05-21,"2013","Escola de Educação Infantil Tipo C",0
"8883","657153 - Esc. Educ. Infantil - Tipo C - ALTO PIQUIRI/PR","Alto Piquiri","PR","Municipal","rua andradina","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657153/2009",2017-12-26,2017-12-26,"2017","Escola de Educação Infantil Tipo C",0
"8884","658673 - Esc. Educ. Infantil - Tipo B - UMUARAMA/PR","Umuarama","PR","Municipal","avenida julio cesar jarros","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658673/2009",NA,2011-04-29,"2011","Escola de Educação Infantil Tipo B",0
"8885","657232 - Esc. Educ. Infantil - Tipo C - SANTA CECILIA PAVÃO","Santa Cecília do Pavão","PR","Municipal","rua cícero rodrigues","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657232/2009",NA,2010-12-19,"2010","Escola de Educação Infantil Tipo C",0
"8886","657169 - Esc. Educ. Infantil - Tipo B - ASSAI/PR","Assaí","PR","Municipal","rua vereador joão carvalho costa","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657169/2009",NA,2011-04-22,"2011","Escola de Educação Infantil Tipo B",0
"8887","657136 - Esc. Educ. Infantil - Tipo C - JANIOPOLIS/PR","Janiópolis","PR","Municipal","rua geralda moreira","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657136/2009",NA,2011-04-18,"2011","Escola de Educação Infantil Tipo C",0
"8888","656846 - Esc. Educ. Infantil - Tipo C - SANTANA DO ITARARE/PR","Santana do Itararé","PR","Municipal","padre antonio otero soares","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656846/2009",NA,2010-12-28,"2010","Escola de Educação Infantil Tipo C",0
"8889","656461 - Esc. Educ. Infantil - Tipo C - NOSSA SENHORA DAS GRACAS/PR","Nossa Senhora das Graças","PR","Municipal","rua castro alves","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656461/2009",2015-10-02,2015-10-02,"2015","Escola de Educação Infantil Tipo C",0
"8891","656375 - Esc. Educ. Infantil - Tipo C - PARANAPOEMA/PR","Paranapoema","PR","Municipal","avenida vicorelli","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656375/2009",2016-06-24,2016-06-24,"2016","Escola de Educação Infantil Tipo C",0
"8892","656377 - Esc. Educ. Infantil - Tipo B - LOANDA/PR","Loanda","PR","Municipal","rua 05, equina com rua 02, s/n","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656377/2009",2013-09-09,2013-09-09,"2013","Escola de Educação Infantil Tipo B",0
"8893","656376 - Esc. Educ. Infantil - Tipo B - SANTA ISABEL DO IVAI/PR","Santa Isabel do Ivaí","PR","Municipal","avenida santos dumont","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656376/2009",NA,2011-03-27,"2011","Escola de Educação Infantil Tipo B",0
"8894","656445 - Esc. Educ. Infantil - Tipo C - SAO PEDRO DO PARANA/PR","São Pedro do Paraná","PR","Municipal","rua b","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656445/2009",NA,2010-12-11,"2010","Escola de Educação Infantil Tipo C",0
"8895","656392 - Esc. Educ. Infantil - Tipo B - Chopinzinho/PR","Chopinzinho","PR","Municipal","rua das palmeiras","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656392/2009",NA,2010-10-30,"2010","Escola de Educação Infantil Tipo B",0
"8896","656834 - Esc. Educ. Infantil - Tipo B - SAO JOAO /PR","São João","PR","Municipal","rua itália","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656834/2009",NA,2010-12-20,"2010","Escola de Educação Infantil Tipo B",0
"8897","656871 - Esc. Educ. Infantil - Tipo C - ITAPEJARA D´OESTE/PR","Itapejara d'Oeste","PR","Municipal","rua darci dalmolin","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656871/2009",NA,2010-12-01,"2010","Escola de Educação Infantil Tipo C",0
"8898","656864 - Esc. Educ. Infantil - Tipo B - MANGUEIRINHA/PR","Mangueirinha","PR","Municipal","rua valêncio dias, esquina com rua santos dumont","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656864/2009",2014-10-03,2014-10-03,"2014","Escola de Educação Infantil Tipo B",0
"8899","657432 - Esc. Educ. Infantil - Tipo C - SAO JOSE DAS PALMEIRAS/PR","São José das Palmeiras","PR","Municipal","rua 7 de setembro","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657432/2009",NA,2010-12-11,"2010","Escola de Educação Infantil Tipo C",0
"8900","657540 - Esc. Educ. Infantil - Tipo B - GUAIRA/PR","Guaíra","PR","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657540/2009",2013-05-13,2013-05-13,"2013","Escola de Educação Infantil Tipo B",0
"8901","656910 - Esc. Educ. Infantil - Tipo C - BOA VISTA DA APARECIDA/PR","Boa Vista da Aparecida","PR","Municipal","rua guiana","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656910/2009",NA,2010-11-03,"2010","Escola de Educação Infantil Tipo C",0
"8902","657684 - Esc. Educ. Infantil - Tipo B - GOIOERE/PR","Goioerê","PR","Municipal","rua pedro parigot de souza c/ rua paranaguá","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657684/2009",NA,2011-02-27,"2011","Escola de Educação Infantil Tipo B",0
"8903","656414 - Esc. Educ. Infantil - Tipo C - PORECATU/PR","Porecatu","PR","Municipal","rua belo horizonte","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656414/2009",2014-05-30,2014-05-30,"2014","Escola de Educação Infantil Tipo C",0
"8904","658662 - Esc. Educ. Infantil - Tipo B - NOVA TEBAS/PR","Nova Tebas","PR","Municipal","rua florianópolis","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658662/2009",2013-10-30,2013-10-30,"2013","Escola de Educação Infantil Tipo B",0
"8905","656484 - Esc. Educ. Infantil - Tipo C - Iraceminha/SC","Iraceminha","SC","Municipal","estrada saída para maravilha","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656484/2009",2014-07-01,2014-07-01,"2014","Escola de Educação Infantil Tipo C",0
"8906","657106 - Esc. Educ. Infantil - Tipo B - Campo Bonito/PR","Campo Bonito","PR","Municipal","rua sete quedas esq com rua sarandi","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657106/2009",2012-02-09,2012-02-09,"2012","Escola de Educação Infantil Tipo B",0
"8907","656927 - Esc. Educ. Infantil - Tipo B - BOM SUCESSO DO SUL/PR","Bom Sucesso do Sul","PR","Municipal","rua presídio borba","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656927/2009",NA,2011-03-22,"2011","Escola de Educação Infantil Tipo B",0
"8908","656386 - Esc. Educ. Infantil - Tipo B -  - Construção - OURO VERDE/SC","Ouro Verde","SC","Municipal","rua paraná","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656386/2009",NA,2011-01-30,"2011","Escola de Educação Infantil Tipo B",0
"8909","658722 - Esc. Educ. Infantil - Tipo B - BITURUNA/PR","Bituruna","PR","Municipal","av. bento munhoz da rocha neto","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658722/2009",2013-11-05,2013-11-05,"2013","Escola de Educação Infantil Tipo B",0
"8910","656823 - Esc. Educ. Infantil - Tipo C - PONTE SERRADA/SC","Ponte Serrada","SC","Municipal","rua silvana maria veiss romani","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656823/2009",2012-02-06,2012-02-06,"2012","Escola de Educação Infantil Tipo C",0
"8911","656579 - Esc. Educ. Infantil - CAMPO BELO DO SUL/SC","Campo Belo do Sul","SC","Municipal","rua sem denominação","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656579/2009",2016-09-22,2016-09-22,"2016","Escola de Educação Infantil Tipo B",0
"8912","657138 - Esc. Educ. Infantil - Tipo B - SAO JOSE DO CERRITO/SC","São José do Cerrito","SC","Municipal","rua lages","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657138/2009",NA,2011-02-25,"2011","Escola de Educação Infantil Tipo B",0
"8913","656820 - Esc. Educ. Infantil - Tipo B -  - Construção - ANITA GARIBALDI/SC","Anita Garibaldi","SC","Municipal","rua padre luigi valtulini","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656820/2009",NA,2011-08-20,"2011","Escola de Educação Infantil Tipo B",0
"8914","656807 - Esc. Educ. Infantil - Tipo B - Construção - BOM RETIRO/SC","Bom Retiro","SC","Municipal","rua alberto muller","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656807/2009",2013-12-18,2013-12-18,"2013","Escola de Educação Infantil Tipo B",0
"8915","656803 - Esc. Educ. Infantil - Tipo B - MARAVILHA/SC","Maravilha","SC","Municipal","avenida anita garibaldi","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656803/2009",NA,2011-05-17,"2011","Escola de Educação Infantil Tipo B",0
"8916","656806 - Esc. Educ. Infantil - Tipo B - SAO JOAO BATISTA /SC","São João Batista","SC","Municipal","rua lauro francisco sgrott","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656806/2009",NA,2010-12-13,"2010","Escola de Educação Infantil Tipo B",0
"8917","657743 - Esc. Educ. Infantil - Tipo B - BRACO DO NORTE/SC","Braço do Norte","SC","Municipal","rua gov. irineu bornhausen","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657743/2009",NA,2011-11-18,"2011","Escola de Educação Infantil Tipo B",0
"8918","656985 - Esc. Educ. Infantil - Tipo B - JAGUARUNA/SC","Jaguaruna","SC","Municipal","rua benjamin medeiros de souza","2009",NA,0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Inacabada","","656985/2009",2018-07-30,2018-07-30,"2018","Escola de Educação Infantil Tipo B",0
"8919","656965 - Esc. Educ. Infantil - Tipo C - GALVAO/SC","Galvão","SC","Municipal","rua frei barnabé, lotes 6, 9 e 10, quadra 55","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656965/2009",NA,2011-02-23,"2011","Escola de Educação Infantil Tipo C",0
"8920","656674 - Esc. Educ. Infantil - Tipo C - VARGEAO/SC","Vargeão","SC","Municipal","avenida 21 de abril","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656674/2009",NA,2011-11-27,"2011","Escola de Educação Infantil Tipo C",0
"8921","657706 - Esc. Educ. Infantil - Tipo B - CHAPECO/SC - FORTES","Chapecó","SC","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657706/2009",NA,2011-04-23,"2011","Escola de Educação Infantil Tipo B",0
"8922","657706 - Esc. Educ. Infantil-TipoB-CHAPECO/SC - CAROLINA","Chapecó","SC","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657706/2009",2013-11-20,2013-11-20,"2013","Escola de Educação Infantil Tipo B",0
"8923","658748 - Esc. Educ. Infantil - Tipo B - CAMPO ERE/SC","Campo Erê","SC","Municipal","rua antonio mendes","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658748/2009",2011-09-30,2011-09-30,"2011","Escola de Educação Infantil Tipo B",0
"8924","657751 - Esc. Educ. Infantil - Tipo B - LEBON REGIS/SC","Lebon Régis","SC","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657751/2009",NA,2011-04-10,"2011","Escola de Educação Infantil Tipo B",0
"8925","657233 - Esc. Educ. Infantil - Tipo B - TRES BARRAS/SC","Três Barras","SC","Municipal","avenida francisco de paula e silva","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657233/2009",2013-09-20,2013-09-20,"2013","Escola de Educação Infantil Tipo B",0
"8926","658640 - Esc. Educ. Infantil - Tipo C - ITAIOPOLIS/SC","Itaiópolis","SC","Municipal","rua engelberto linzmeier","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658640/2009",NA,2011-02-02,"2011","Escola de Educação Infantil Tipo C",0
"8927","657174 - Esc. Educ. Infantil - Tipo B - MONTE CASTELO /SC","Monte Castelo","SC","Municipal","rua barão do cerro azul","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657174/2009",NA,2011-10-22,"2011","Escola de Educação Infantil Tipo B",0
"8928","656398 - Esc. Educ. Infantil - Tipo B - POUSO REDONDO/SC","Pouso Redondo","SC","Municipal","rua jenny schneider","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656398/2009",2013-08-20,2013-08-20,"2013","Escola de Educação Infantil Tipo B",0
"8929","656916 - Esc. Educ. Infantil - Tipo B - AURORA DO PARA/PA","Aurora do Pará","PA","Municipal","comuninade vila santana do capim","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656916/2009",2014-10-25,2014-10-25,"2014","Escola de Educação Infantil Tipo B",0
"8930","656511 - Esc. Educ. Infantil - Tipo B - IPIXUNA DO PARA/PA","Ipixuna do Pará","PA","Municipal","rua josé bonifácio","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656511/2009",2014-05-30,2014-05-30,"2014","Escola de Educação Infantil Tipo B",0
"8931","656918 - Esc. Educ. Infantil - Tipo C - NOVA ESPERANCA DO PI","Nova Esperança do Piriá","PA","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","656918/2009",2015-04-10,2015-04-10,"2015","Escola de Educação Infantil Tipo C",0
"8932","658712 - Esc. Educação Infantil - Tipo B - THEOBROMA/RO","Theobroma","RO","Municipal","rua ulisses guimarães, quadra 70a","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658712/2009",NA,2011-03-07,"2011","Escola de Educação Infantil Tipo B",0
"8933","657421 - Esc. Educ. Infantil - Tipo B -  - Construção - ALTO ALEGRE DOS PARECIS/RO","Alto Alegre dos Parecis","RO","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657421/2009",2014-10-17,2014-10-17,"2014","Escola de Educação Infantil Tipo B",0
"8934","657422 - Esc. Educ. Infantil - Tipo C -  - Construção - ANTA GORDA/RS","Anta Gorda","RS","Municipal","rua arminho mioto","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657422/2009",NA,2011-09-28,"2011","Escola de Educação Infantil Tipo C",0
"8935","658741 - Esc. Educ. Infantil - Tipo C - DONA FRANCISCA/RS","Dona Francisca","RS","Municipal","rua marechal arthur da costa e silva","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658741/2009",NA,2011-03-12,"2011","Escola de Educação Infantil Tipo C",0
"8936","657229 - Esc. Educ. Infantil - Tipo C - ARROIO DO TIGRE/RS","Arroio do Tigre","RS","Municipal","rua joão limberger","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657229/2009",NA,2010-10-31,"2010","Escola de Educação Infantil Tipo C",0
"8937","656837 - Esc. Educ. Infantil - Tipo C - ARVOREZINHA/RS","Arvorezinha","RS","Municipal","rua pedro auler","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656837/2009",2015-02-20,2015-02-20,"2015","Escola de Educação Infantil Tipo C",0
"8938","656865 - Esc. Educ. Infantil - Tipo C - VICENTE DUTRA/RS","Vicente Dutra","RS","Municipal","av. rio branco - s/n","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656865/2009",NA,2011-01-12,"2011","Escola de Educação Infantil Tipo C",0
"8939","655695 - Esc. Educ. Infantil - Tipo B - FREDERICO WESTPHALEN/RS","Frederico Westphalen","RS","Municipal","rua vicente dutra esq. com guararapes e rua tamoio","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","655695/2009",2014-03-17,2014-03-17,"2014","Escola de Educação Infantil Tipo B",0
"8940","656373 - Esc. Educ. Infantil - Tipo C - ALPESTRE /RS","Alpestre","RS","Municipal","rua barão do rio branco","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656373/2009",NA,2010-12-05,"2010","Escola de Educação Infantil Tipo C",0
"8941","657718 - Esc. Educ. Infantil - Tipo B - GIRUÁ/RS","Giruá","RS","Municipal","rua athaydes pacheco martins","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657718/2009",2016-12-30,2016-12-30,"2016","Escola de Educação Infantil Tipo B",0
"8942","656901 - Esc. Educ. Infantil - Tipo C -  - Construção - CAMPO NOVO/RS","Campo Novo","RS","Municipal","rua duque de caxias","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656901/2009",NA,2011-07-02,"2011","Escola de Educação Infantil Tipo C",0
"8943","656449 - Esc. Educ. Infantil - Tipo B - RODEIO BONITO/RS","Rodeio Bonito","RS","Municipal","avenida do comércio","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656449/2009",NA,2011-03-12,"2011","Escola de Educação Infantil Tipo B",0
"8944","656495 - Esc. Educ. Infantil - Tipo B - Construção - CHAPADA/RS","Chapada","RS","Municipal","rua presidente castelo branco esquina com rua josé arrno ledur.","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656495/2009",2013-12-31,2013-12-31,"2013","Escola de Educação Infantil Tipo B",0
"8945","658679 - Esc. Educ. Infantil - Tipo B - ERVAL GRANDE/RS","Erval Grande","RS","Municipal","rua pinheiro machado","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658679/2009",2014-02-12,2014-02-12,"2014","Escola de Educação Infantil Tipo B",0
"8946","655521 - Esc. Educ.Infantil-Tipo B - BARAO DE COTEGIPE/RS","Barão de Cotegipe","RS","Municipal","avenida adão welker","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","655521/2009",2012-05-03,2012-05-03,"2012","Escola de Educação Infantil Tipo B",0
"8947","656491 - Esc. Educ. Infantil - Tipo B - ERECHIM/RS","Erechim","RS","Municipal","estrada principal","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656491/2009",NA,2011-05-10,"2011","Escola de Educação Infantil Tipo B",0
"8949","656810 - Esc. Educ. Infantil - Tipo C - COLORADO/RS","Colorado","RS","Municipal","av. princesa isabel, esq. rua raquel de queiroz","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656810/2009",2014-12-11,2014-12-11,"2014","Escola de Educação Infantil Tipo C",0
"8950","656836 - Esc. Educ. Infantil - Tipo C - PAIM FILHO/RS","Paim Filho","RS","Municipal","rua frei josé","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656836/2009",NA,2012-12-05,"2012","Escola de Educação Infantil Tipo C",0
"8951","658725 - Esc. Educ. Infantil - Tipo B - MACHADINHO/RS","Machadinho","RS","Municipal","avenida frei teofilo","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","658725/2009",2015-08-03,2015-08-03,"2015","Escola de Educação Infantil Tipo B",0
"8952","656576 - Esc. Educ. Infantil - Tipo C - TUPARENDI/RS","Tuparendi","RS","Municipal","rua uruguai","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656576/2009",2013-10-21,2013-10-21,"2013","Escola de Educação Infantil Tipo C",0
"8953","657083 - Esc. Educ. Infantil - Tipo B - CONSTANTINA/RS","Constantina","RS","Municipal","rua monteiro lobato","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657083/2009",NA,2011-03-21,"2011","Escola de Educação Infantil Tipo B",0
"8954","657461 - Escola de Educação Infantil - Tipo B - ALEGRETE/RS","Alegrete","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657461/2009",2015-11-30,2015-11-30,"2015","Escola de Educação Infantil Tipo B",0
"8955","656843 - Esc. Educ. Infantil - Tipo B - MOSTARDAS/RS","Mostardas","RS","Municipal","rua bento gonçalves","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656843/2009",NA,2011-06-26,"2011","Escola de Educação Infantil Tipo B",0
"8956","656868 - Esc. Educ. Infantil - Tipo B - HERVAL/RS","Herval","RS","Municipal","rua principal","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656868/2009",2013-12-11,2013-12-11,"2013","Escola de Educação Infantil Tipo B",0
"8957","657108 - Esc. Educ. Infantil - Tipo B - PINHEIRO MACHADO/RS","Pinheiro Machado","RS","Municipal","florentino bueno","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657108/2009",2013-05-09,2013-05-09,"2013","Escola de Educação Infantil Tipo B",0
"8959","657680 - EE Infantil - Tipo B - São José - NOVO HAMBURGO/RS","Novo Hamburgo","RS","Municipal","rua da conquista","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657680/2009",2013-08-15,2013-08-15,"2013","Escola de Educação Infantil Tipo B",0
"8961","657680 - EE Infantil - Tipo B - CanudosII - NOVO HAMBURGO/RS","Novo Hamburgo","RS","Municipal","avenida floresta","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657680/2009",2014-03-31,2014-03-31,"2014","Escola de Educação Infantil Tipo B",0
"8962","657680 - EE Infantil - Tipo B - RondôniaII- NOVO HAMBURGO/RS","Novo Hamburgo","RS","Municipal","rua doutor karl wilhelm schinke","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657680/2009",NA,2011-03-26,"2011","Escola de Educação Infantil Tipo B",0
"8963","656444 - Esc. Educ. Infantil - Tipo B - DOIS IRMAOS/RS","Dois Irmãos","RS","Municipal","rua rogério engelmann","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656444/2009",NA,2011-02-27,"2011","Escola de Educação Infantil Tipo B",0
"8964","657177 - Esc. Educ. Infantil - Tipo B - IVOTI/RS","Ivoti","RS","Municipal","rua albino christiano müller","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657177/2009",2014-04-30,2014-04-30,"2014","Escola de Educação Infantil Tipo B",0
"8966","657750 - Esc. Educ. Infantil - Tipo C - PAROBE/RS","Parobé","RS","Municipal","rua hermes da fonseca","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657750/2009",NA,2011-03-07,"2011","Escola de Educação Infantil Tipo C",0
"8967","657068 - Esc. Educ. Infantil - Tipo B - FAXINAL DO SOTURNO /RS","Faxinal do Soturno","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657068/2009",NA,2011-02-19,"2011","Escola de Educação Infantil Tipo B",0
"8968","656874 - Esc. de Educação Infantil - Tipo B - NOVA PALMA/RS","Nova Palma","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","656874/2009",NA,2011-05-03,"2011","Escola de Educação Infantil Tipo B",0
"8969","657111 - Esc. Educ. Infantil - Tipo B - SANTA MARIA/RS","Santa Maria","RS","Municipal","rua venâncio aires","2009",NA,0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Inacabada","","657111/2009",2018-06-07,2018-06-07,"2018","Escola de Educação Infantil Tipo B",1
"8970","657689 - Esc. Educ. Infantil - Estância Velha - CANOAS/RS","Canoas","RS","Municipal","rua pinhal","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657689/2009",2014-12-11,2014-12-11,"2014","Escola de Educação Infantil Tipo B",0
"8971","657689 - Esc. Educ. Infantil - Pitangueiras - CANOAS/RS","Canoas","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657689/2009",2014-10-28,2014-10-28,"2014","Escola de Educação Infantil Tipo B",0
"8972","657689 - Esc. Educ. Infantil - Rio Branco - CANOAS/RS","Canoas","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657689/2009",2016-03-11,2016-03-11,"2016","Escola de Educação Infantil Tipo B",0
"8973","657689 - Esc. Educ. Infantil - Verdes Campos - CANOAS/RS","Canoas","RS","Municipal","rua fernando pessoa","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657689/2009",2015-01-09,2015-01-09,"2015","Escola de Educação Infantil Tipo B",0
"8974","657689 - Esc. Educ. Infantil - São João - CANOAS/RS","Canoas","RS","Municipal","Não informado","2009",NA,0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","","657689/2009",2016-04-15,2016-04-15,"2016","Escola de Educação Infantil Tipo B",0
"8975","657689 - Esc. Educ. Infantil - Capri - CANOAS/RS","Canoas","RS","Municipal","rua masselhia","2009",NA,0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Inacabada","","657689/2009",2014-06-30,2014-06-30,"2014","MI - Escola de Educação Infantil Tipo B",0
"8976","657689 - Esc. Educ. Infantil - Pq Universitário - CANOAS/RS","Canoas","RS","Municipal","Não informado","2009",NA,0,0,1,0,0,1,1,"paralisada","paralisada e já devia ter sido entregue","Inacabada","","657689/2009",2015-06-13,2015-06-13,"2015","MI - Escola de Educação Infantil Tipo B",0
"8977","657191 - Escola Educ. Infantil - Tipo B - Serafina Corrêa/RS","Serafina Corrêa","RS","Municipal","avenida gramadinho","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","657191/2009",NA,2011-02-05,"2011","Escola de Educação Infantil Tipo B",0
"8978","656372 - Esc. Educ. Infantil - Tipo B - PEDRO OSORIO/RS","Pedro Osório","RS","Municipal","rua pedro goulart esquina rua walter martins","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656372/2009",NA,2011-03-25,"2011","Escola de Educação Infantil Tipo B",0
"8979","656896 - Esc. Educ. Infantil - Tipo B - DOIS LAJEADOS/RS","Dois Lajeados","RS","Municipal","rua antoninho gobatto","2009",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","656896/2009",NA,2011-04-30,"2011","Escola de Educação Infantil Tipo B",0
