"id","nome","municipio","uf","responsabilidade","logradouro","ano_convenio","total_pago","cancelada","concluida","paralisada","nao_iniciada","execucao","atrasada","sem_end","status","situacao_segundo_tbrasil","status_segundo_simec","ano_fim_vigencia_convenio","termo_convenio","data_prevista_de_conclusao_da_obra","data_final_prevista_e_estimada","ano_data_final_prevista_e_estimada","tipo_do_projeto","projeto_obra_transparente"
"1436","830013 - Escola de Educação Infantil - Major Sales/RN","Major Sales","RN","Municipal","rua jose viana pereira","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830013/2007",NA,2009-05-30,"2009","Escola de Educação Infantil Tipo B",0
"1437","830092 - Escola de Educação Infantil - Oliveira/MG","Oliveira","MG","Municipal","alameda nossa senhora de fátima","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830092/2007",NA,2009-09-18,"2009","Escola de Educação Infantil Tipo B",0
"1438","710041 - Escola de Educação Infantil -Tipo B- Ouro Branco/MG","Ouro Branco","MG","Municipal","av. ouro preto","2008",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","710041/2008",NA,2010-11-07,"2010","Escola de Educação Infantil Tipo B",0
"1439","830151 - Escola de Educação Infantil - Tipo B - Ouro Fino/MG","Ouro Fino","MG","Municipal","rua projetada (rua 1)","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830151/2007",2014-12-31,2014-12-31,"2014","Escola de Educação Infantil Tipo B",0
"1441","830421 - Escola de Educação Infantil - Papagaios/MG","Papagaios","MG","Municipal","rua principal","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830421/2007",NA,2010-06-13,"2010","Escola de Educação Infantil Tipo B",0
"1442","710115 - Escola de Educação Infantil - Pará de Minas/MG","Pará de Minas","MG","Municipal","rua altino correia viana","2008",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","710115/2008",2015-04-30,2015-04-30,"2015","Escola de Educação Infantil Tipo B",0
"1443","830282 - Escola de Educação Infantil - Tipo B - Aracoiaba/CE","Aracoiaba","CE","Municipal","rua coronel raimundo de castro e silva","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830282/2007",NA,NA,NA,"Escola de Educação Infantil Tipo B",0
"1444","830287 - Escola de Educação Infantil - Paraisópolis/MG","Paraisópolis","MG","Municipal","travessa dr. álvaro augusto de almeida","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830287/2007",2017-10-11,2017-10-11,"2017","Escola de Educação Infantil Tipo B",0
"1445","830299 - Escola de Educação Infantil - Passos/MG","Passos","MG","Municipal","rua realino cassiano alves","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830299/2007",NA,NA,NA,"Escola de Educação Infantil Tipo B",0
"1446","830212 - Escola de Educação Infantil - Patos de Minas/MG","Patos de Minas","MG","Municipal","rua amazílio ferreira de camargos","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830212/2007",2014-03-26,2014-03-26,"2014","Escola de Educação Infantil Tipo B",0
"1447","710057 - Escola de Educação Inf - São Gonçalo do Piauí/PI","São Gonçalo do Piauí","PI","Municipal","rua adonias coelho","2008",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","710057/2008",NA,2009-10-27,"2009","Escola de Educação Infantil Tipo B",0
"1449","710158 - Escola de Educação Infantil - Barão de Antonina/SP","Barão de Antonina","SP","Municipal","av. brasilia","2008",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","710158/2008",2014-01-25,2014-01-25,"2014","Escola de Educação Infantil Tipo B",0
"1450","830248 - Escola de Educação Infantil - Parnaíba/PI","Parnaíba","PI","Municipal","rua faustino bastos","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830248/2007",2013-12-27,2013-12-27,"2013","Escola de Educação Infantil Tipo B",0
"1451","830118 - Escola de Educação Infantil - Prata do Piauí/PI","Prata do Piauí","PI","Municipal","rua cineas m. melo","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830118/2007",NA,NA,NA,"Escola de Educação Infantil Tipo B",0
"1452","830318 - Escola de Educação Infantil - Araraquara/SP","Araraquara","SP","Municipal","rua josé rodrigues dos santos","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830318/2007",NA,2012-06-24,"2012","Escola de Educação Infantil Tipo B",0
"1453","830354 - Escola de Educação Infantil - Batatais/SP","Batatais","SP","Municipal","rua hugo fiocco","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830354/2007",NA,2012-06-29,"2012","Escola de Educação Infantil Tipo B",0
"1454","830216 - Escola de Educação Infantil - Bauru/SP","Bauru","SP","Municipal","rua luiz marcílio bernardo","2007",NA,0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","","830216/2007",2013-11-18,2013-11-18,"2013","Escola de Educação Infantil Tipo B",0
