"id","mes_ano","valor_do_pagamento","pagamento_cte_ago2018","nome","municipio","uf","responsabilidade","logradouro","ano_convenio","valor_pactuado_com_o_fnde","cancelada","concluida","paralisada","nao_iniciada","execucao","atrasada","sem_end","status","situacao_segundo_tbrasil","status_segundo_simec","ano_fim_vigencia_convenio","termo_convenio","data_prevista_de_conclusao_da_obra","data_final_prevista_e_estimada","ano_data_final_prevista_e_estimada","tipo_do_projeto","projeto_obra_transparente"
"24536","06/2012",275947.69,376454,"PAC 2 - CRECHE/PRÉ-ESCOLA  002 LOTEAMENTO MONTE BELO-CAMOBI","Santa Maria","RS","Municipal","rua dyonélio machado s/nº","2014","1531784.78",0,0,1,0,0,0,0,"paralisada","paralisada","Licitação","2019","11203/2014",NA,NA,NA,"Projeto Tipo B - Bloco Estrutural",1
"24614","05/2014",190998.94,229066,"EMEI PORTO SEGURO","Gravataí","RS","Municipal","rua 3 (rua curumim) esq. rua 6","2013","1506646.31",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24614","07/2012",290998.93,396749,"EMEI PORTO SEGURO","Gravataí","RS","Municipal","rua 3 (rua curumim) esq. rua 6","2013","1506646.31",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24615","07/2012",135918.87,185312,"EMEI MORADA DO VALE III","Gravataí","RS","Municipal","rua 5 (rua aliança)","2013","788965.49",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2019-04-04,2019-04-04,"2019","MI - Escola de Educação Infantil Tipo C",1
"24616","05/2014",7376.31,8846,"EMEI RINCÃO DA MADALENA","Gravataí","RS","Municipal","travessa da amizade, esquina rua nicolau chaves","2013","1492750.71",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Paralisada","2019","5569/2013",2016-03-31,2016-03-31,"2016","MI - Escola de Educação Infantil Tipo B",1
"24616","05/2014",283622.63,340151,"EMEI RINCÃO DA MADALENA","Gravataí","RS","Municipal","travessa da amizade, esquina rua nicolau chaves","2013","1492750.71",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Paralisada","2019","5569/2013",2016-03-31,2016-03-31,"2016","MI - Escola de Educação Infantil Tipo B",1
"24616","07/2012",290998.93,396749,"EMEI RINCÃO DA MADALENA","Gravataí","RS","Municipal","travessa da amizade, esquina rua nicolau chaves","2013","1492750.71",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Paralisada","2019","5569/2013",2016-03-31,2016-03-31,"2016","MI - Escola de Educação Infantil Tipo B",1
"24617","07/2012",290998.93,396749,"EMEI IBIZA","Gravataí","RS","Municipal","rua filipinas, esquina rua nora nei","2013","1490024.98",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2019","5569/2013",NA,2014-04-30,"2014","MI - Escola de Educação Infantil Tipo B",1
"24618","05/2018",14942.93,15220,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24618","04/2018",597717.12,608935,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24618","01/2014",7083.31,8705,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24618","01/2014",164372.21,202005,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24618","01/2014",283915.63,348918,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24618","07/2012",290998.93,396749,"EMEI PARQUE DOS EUCALIPTOS","Gravataí","RS","Municipal","rua igrejinha, esquina av estrela","2013","1494292.81",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5569/2013",2018-10-02,2018-10-02,"2018","MI - Escola de Educação Infantil Tipo B",1
"24619","08/2014",148132.4,176348,"EMEI Getulio Vargas","Pelotas","RS","Municipal","corredor cinco","2013","1522329.37",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"24619","07/2014",264117.43,314772,"EMEI Getulio Vargas","Pelotas","RS","Municipal","corredor cinco","2013","1522329.37",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"24619","05/2012",264117.43,359198,"EMEI Getulio Vargas","Pelotas","RS","Municipal","corredor cinco","2013","1522329.37",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"24620","08/2014",63041.43,75049,"EMEI Governaço","Pelotas","RS","Municipal","av. cidade de lisboa","2013","1526930.41",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24620","08/2014",86744.93,103268,"EMEI Governaço","Pelotas","RS","Municipal","av. cidade de lisboa","2013","1526930.41",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24620","05/2012",265590.97,361202,"EMEI Governaço","Pelotas","RS","Municipal","av. cidade de lisboa","2013","1526930.41",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24621","08/2014",141181.64,168074,"EMEI Navegantes","Pelotas","RS","Municipal","passeio dois","2013","1515462.9",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24621","05/2012",264159.58,359255,"EMEI Navegantes","Pelotas","RS","Municipal","passeio dois","2013","1515462.9",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24622","08/2014",150013.22,178587,"EMEI Farroupilha","Pelotas","RS","Municipal","rua jornalista tim lopes","2013","1526930.41",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24622","05/2012",265477.54,361048,"EMEI Farroupilha","Pelotas","RS","Municipal","rua jornalista tim lopes","2013","1526930.41",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","4137/2013",NA,2014-05-07,"2014","MI - Escola de Educação Infantil Tipo B",1
"24623","07/2014",263457.78,313986,"EMEI Loteamento Eldorado","Pelotas","RS","Municipal","rua leopoldo brod","2013","1531110.41",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"24623","08/2014",158232.74,188373,"EMEI Loteamento Eldorado","Pelotas","RS","Municipal","rua leopoldo brod","2013","1531110.41",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"24623","05/2012",263457.78,358301,"EMEI Loteamento Eldorado","Pelotas","RS","Municipal","rua leopoldo brod","2013","1531110.41",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Em Reformulação","2018","4137/2013",2017-12-12,2017-12-12,"2017","MI - Escola de Educação Infantil Tipo B",1
"25121","06/2018",87239.72,87641,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","04/2018",43619.86,44439,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","08/2016",174479.44,177072,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","01/2015",363498.84,423133,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","08/2014",145399.54,173095,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","01/2014",290799.07,357378,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25121","06/2012",290799.07,396715,"Terreno Nossa Senhora Salete","Caçador","SC","Municipal","rua luiz tortato","2012","1453995.37",0,0,0,0,1,1,0,"execucao","em andamento e já devia ter sido entregue","Execução","2018","3091/2012",2018-07-02,2018-07-02,"2018","Escola de Educação Infantil Tipo B",1
"25130","10/2014",362158.43,426693,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Imbituba","SC","Municipal","rua célito correa","2012","1448633.71",0,0,1,0,0,0,0,"paralisada","paralisada","Paralisada","2018","3099/2012",2018-09-30,2018-09-30,"2018","Escola de Educação Infantil Tipo B",1
"25130","07/2014",144863.37,172646,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Imbituba","SC","Municipal","rua célito correa","2012","1448633.71",0,0,1,0,0,0,0,"paralisada","paralisada","Paralisada","2018","3099/2012",2018-09-30,2018-09-30,"2018","Escola de Educação Infantil Tipo B",1
"25130","10/2013",289726.74,362687,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Imbituba","SC","Municipal","rua célito correa","2012","1448633.71",0,0,1,0,0,0,0,"paralisada","paralisada","Paralisada","2018","3099/2012",2018-09-30,2018-09-30,"2018","Escola de Educação Infantil Tipo B",1
"25130","07/2012",289726.74,395015,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Imbituba","SC","Municipal","rua célito correa","2012","1448633.71",0,0,1,0,0,0,0,"paralisada","paralisada","Paralisada","2018","3099/2012",2018-09-30,2018-09-30,"2018","Escola de Educação Infantil Tipo B",1
"25132","07/2014",125348.55,149389,"Creche Jardim Coqueiros","Palhoça","SC","Municipal","rua irmã dulce","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-07-31,"2014","Escola de Educação Infantil Tipo C",1
"25132","08/2014",62674.28,74612,"Creche Jardim Coqueiros","Palhoça","SC","Municipal","rua irmã dulce","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-07-31,"2014","Escola de Educação Infantil Tipo C",1
"25132","06/2012",125348.56,171003,"Creche Jardim Coqueiros","Palhoça","SC","Municipal","rua irmã dulce","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-07-31,"2014","Escola de Educação Infantil Tipo C",1
"25133","07/2014",125348.55,149389,"Creche Alaor Silveira","Palhoça","SC","Municipal","rua vl 4 - santa marta","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-08-30,"2014","Escola de Educação Infantil Tipo C",1
"25133","08/2014",188022.83,223837,"Creche Alaor Silveira","Palhoça","SC","Municipal","rua vl 4 - santa marta","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-08-30,"2014","Escola de Educação Infantil Tipo C",1
"25133","06/2012",125348.56,171003,"Creche Alaor Silveira","Palhoça","SC","Municipal","rua vl 4 - santa marta","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-08-30,"2014","Escola de Educação Infantil Tipo C",1
"25134","07/2014",125348.55,149389,"Creche Loteamento Mirian II","Palhoça","SC","Municipal","rua vt 02","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-09-29,"2014","Escola de Educação Infantil Tipo C",1
"25134","08/2014",62674.28,74612,"Creche Loteamento Mirian II","Palhoça","SC","Municipal","rua vt 02","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-09-29,"2014","Escola de Educação Infantil Tipo C",1
"25134","06/2012",125348.56,171003,"Creche Loteamento Mirian II","Palhoça","SC","Municipal","rua vt 02","2012","626742.78",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2019","3101/2012",2018-04-13,2014-09-29,"2014","Escola de Educação Infantil Tipo C",1
"25135","06/2012",286645.45,391048,"Creche Caminho Novo","Palhoça","SC","Municipal","rua germano spricigo","2012","1722573.34",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2019","3101/2012",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"25206","05/2012",288886.01,392883,"CEI Majorca","São Francisco do Sul","SC","Municipal","rua são martinho","2013","1499205.54",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Licitação","2019","4132/2013",NA,2014-11-16,"2014","MI - Escola de Educação Infantil Tipo B",1
"25284","08/2017",273781.55,279083,"PAC 2 - CRECHE/PRÉ-ESCOLA  009","Guarapuava","PR","Municipal","Não informado","2012","1368907.76",0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","2018","2912/2012",2017-07-24,2017-07-24,"2017","Escola de Educação Infantil Tipo B",1
"25284","03/2016",547563.1,573822,"PAC 2 - CRECHE/PRÉ-ESCOLA  009","Guarapuava","PR","Municipal","Não informado","2012","1368907.76",0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","2018","2912/2012",2017-07-24,2017-07-24,"2017","Escola de Educação Infantil Tipo B",1
"25284","07/2013",410672.33,524228,"PAC 2 - CRECHE/PRÉ-ESCOLA  009","Guarapuava","PR","Municipal","Não informado","2012","1368907.76",0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","2018","2912/2012",2017-07-24,2017-07-24,"2017","Escola de Educação Infantil Tipo B",1
"25284","05/2012",136890.77,186170,"PAC 2 - CRECHE/PRÉ-ESCOLA  009","Guarapuava","PR","Municipal","Não informado","2012","1368907.76",0,1,0,0,0,0,1,"concluida","obra concluída","Concluída","2018","2912/2012",2017-07-24,2017-07-24,"2017","Escola de Educação Infantil Tipo B",1
"25286","08/2017",557403.25,568197,"PAC 2 - CRECHE/PRÉ-ESCOLA  008","Guarapuava","PR","Municipal","rua dos policiais","2012","1332862.86",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2018","2912/2012",2016-12-12,2016-12-12,"2016","Escola de Educação Infantil Tipo B",1
"25286","08/2013",242292.55,308088,"PAC 2 - CRECHE/PRÉ-ESCOLA  008","Guarapuava","PR","Municipal","rua dos policiais","2012","1332862.86",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2018","2912/2012",2016-12-12,2016-12-12,"2016","Escola de Educação Infantil Tipo B",1
"25286","05/2012",533145.14,725074,"PAC 2 - CRECHE/PRÉ-ESCOLA  008","Guarapuava","PR","Municipal","rua dos policiais","2012","1332862.86",0,1,0,0,0,0,0,"concluida","obra concluída","Concluída","2018","2912/2012",2016-12-12,2016-12-12,"2016","Escola de Educação Infantil Tipo B",1
"25309","12/2012",145500,190837,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Ponta Grossa","PR","Municipal","rua a","2014","1498221.54",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",2014-04-04,2014-04-04,"2014","MI - Escola de Educação Infantil Tipo B",1
"25309","12/2012",291000,381675,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Ponta Grossa","PR","Municipal","rua a","2014","1498221.54",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",2014-04-04,2014-04-04,"2014","MI - Escola de Educação Infantil Tipo B",1
"25309","06/2012",291000,396989,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Ponta Grossa","PR","Municipal","rua a","2014","1498221.54",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",2014-04-04,2014-04-04,"2014","MI - Escola de Educação Infantil Tipo B",1
"25311","12/2012",145500,190837,"CMEI JARDIM DOS MANACÁS","Ponta Grossa","PR","Municipal","rua alfredo alvarez (antiga rua 2)","2014","828293.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2013-03-27,"2013","MI - Escola de Educação Infantil Tipo C",1
"25311","12/2012",291000,381675,"CMEI JARDIM DOS MANACÁS","Ponta Grossa","PR","Municipal","rua alfredo alvarez (antiga rua 2)","2014","828293.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2013-03-27,"2013","MI - Escola de Educação Infantil Tipo C",1
"25311","06/2012",291000,396989,"CMEI JARDIM DOS MANACÁS","Ponta Grossa","PR","Municipal","rua alfredo alvarez (antiga rua 2)","2014","828293.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2013-03-27,"2013","MI - Escola de Educação Infantil Tipo C",1
"25312","12/2012",68000,89189,"CMEI VILA ELISEU CAMPOS MELLO","Ponta Grossa","PR","Municipal","rua júlia lopes","2014","821067.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2014-04-29,"2014","MI - Escola de Educação Infantil Tipo C",1
"25312","12/2012",136000,178377,"CMEI VILA ELISEU CAMPOS MELLO","Ponta Grossa","PR","Municipal","rua júlia lopes","2014","821067.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2014-04-29,"2014","MI - Escola de Educação Infantil Tipo C",1
"25312","06/2012",136000,185534,"CMEI VILA ELISEU CAMPOS MELLO","Ponta Grossa","PR","Municipal","rua júlia lopes","2014","821067.38",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Planejamento pelo proponente","2018","11178/2014",NA,2014-04-29,"2014","MI - Escola de Educação Infantil Tipo C",1
"25351","06/2012",133353.58,181924,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Araucária","PR","Municipal","rua zulmira dos santos galize","2013","1267584.72",0,0,0,1,0,0,0,"não iniciada","não iniciada","Licitação","2019","4093/2013",NA,NA,NA,"Projeto 2 Convencional",1
"25352","06/2012",289979.11,395596,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araucária","PR","Municipal","rua jardineira","2013","1927667.98",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Licitação","2019","4093/2013",NA,2015-03-11,"2015","Projeto 1 Convencional",1
"25353","06/2012",289979.11,395596,"PAC 2 - CRECHE/PRÉ-ESCOLA  006","Araucária","PR","Municipal","rua maria rosa cornelsen hasselmann","2013","1927667.98",0,0,1,0,0,1,0,"paralisada","paralisada e já devia ter sido entregue","Licitação","2019","4093/2013",2015-05-11,2015-05-11,"2015","Projeto 1 Convencional",1
"25356","06/2012",289956.44,395565,"LOCALIDADE CAIC","Paranaguá","PR","Municipal","rua dr. armando josé azevedo lobo","2014","1476438.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","10849/2014",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"25357","06/2012",289978.54,395595,"Labra","Paranaguá","PR","Municipal","rua arsênio bento dos santos","2014","1482198.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","10849/2014",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"25358","06/2012",289740.4,395270,"Jardim Esperança","Paranaguá","PR","Municipal","rua dos cisnes","2014","1505586.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","10849/2014",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"25359","06/2012",289984.52,395603,"Alexandra","Paranaguá","PR","Municipal","rua silvino tripoli","2014","1482198.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","10849/2014",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"25360","06/2012",289980.53,395598,"Porto dos Padres","Paranaguá","PR","Municipal","rua josé cadilhe","2014","1476438.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","10849/2014",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"33214","11/2013",374180.39,466078,"PAC 2 - CRECHE/PRÉ-ESCOLA  005","Araucária","PR","Municipal","rua pinus elliotti, 420","2013","1927667.98",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Licitação","2019","4245/2013",NA,2015-05-21,"2015","Projeto 1 Convencional",1
"33215","11/2013",373444.64,465162,"PAC 2 - CRECHE/PRÉ-ESCOLA  004","Araucária","PR","Municipal","rua félix klechovicz","2013","1927667.98",0,0,0,1,0,1,0,"não iniciada","não iniciada e já devia ter sido entregue","Licitação","2019","4245/2013",NA,2015-05-21,"2015","Projeto 1 Convencional",1
"1001247","11/2013",393925.58,490673,"PAC 2 - CRECHE/PRÉ-ESCOLA  005 - Uberlândia - MG","Uberlândia","MG","Municipal","rua conrado de brito","2013","1574668.54",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","5070/2013",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"1001248","11/2013",393925.57,490673,"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Uberlândia - MG","Uberlândia","MG","Municipal","avenida juhem cecilio jorge","2013","1576736.04",0,0,0,1,0,0,0,"não iniciada","não iniciada","Em Reformulação","2018","5070/2013",NA,NA,NA,"MI - Escola de Educação Infantil Tipo B",1
"1001606","08/2018",40735.91,40736,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","08/2018",40735.91,40736,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","08/2018",72098.95,72099,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","08/2018",72098.95,72099,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","06/2018",54074.21,54323,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","06/2018",6849.4,6881,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","06/2018",54074.21,54323,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","06/2018",102380.51,102852,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","06/2018",16967.82,17046,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","12/2017",54074.21,54907,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","12/2017",18024.74,18302,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","12/2017",90123.69,91512,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","08/2017",250543.85,255395,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
"1001606","11/2013",375660.1,467921,"EMEI Conventos","Lajeado","RS","Municipal","rua benno schmitt","2013","1802473.77",0,0,0,0,1,0,0,"execucao","em andamento","Execução","2019","5141/2013",2018-09-28,2018-09-28,"2018","Projeto 1 Convencional",1
